,R,L,cost
148,0.11,0.78,147163.1994163951
149,0.11,0.8,147702.1291748073
150,0.12,0.2,135414.41383504652
151,0.12,0.22,135408.26291178106
152,0.12,0.24,135423.85241509974
153,0.12,0.26,135575.692214784
154,0.12,0.28,135806.79123317188
155,0.12,0.3,136090.13746717866
156,0.12,0.32,136411.58755341388
157,0.12,0.34,136762.00868579728
158,0.12,0.37,137329.08074891506
159,0.12,0.39,137728.72429984005
160,0.12,0.41,138142.31368994853
161,0.12,0.43,138568.0954951595
162,0.12,0.45,139004.41976947826
163,0.12,0.47,139450.12072757646
164,0.12,0.49,139904.54559125658
165,0.12,0.51,140366.70323639864
166,0.12,0.53,140836.32395922623
167,0.12,0.55,141312.63338761538
168,0.12,0.57,141795.58619471893
169,0.12,0.59,142284.5931803972
170,0.12,0.61,142779.50972751013
171,0.12,0.63,143280.20043198898
172,0.12,0.66,144041.36689173724
173,0.12,0.68,144555.39674050867
174,0.12,0.7,145074.5362435765
175,0.12,0.72,145598.63804728488
176,0.12,0.74,146127.56497788723
177,0.12,0.76,146661.3132766749
178,0.12,0.78,147199.7437302465
179,0.12,0.8,147742.75077057938
180,0.13,0.2,135745.28207345717
181,0.13,0.22,135739.10672308618
182,0.13,0.24,135732.89892412417
183,0.13,0.26,135769.5509074637
184,0.13,0.28,135940.6239353412
185,0.13,0.3,136185.33898370824
186,0.13,0.32,136480.17188781622
187,0.13,0.34,136811.77293116855
188,0.13,0.37,137360.14656875716
189,0.13,0.39,137751.54434526892
190,0.13,0.41,138159.30885354208
191,0.13,0.43,138581.02883769668
192,0.13,0.45,139014.5837738255
193,0.13,0.47,139458.82453191816
194,0.13,0.49,139912.37183592434
195,0.13,0.51,140374.6505933352
196,0.13,0.53,140844.70910423071
197,0.13,0.55,141322.24381491935
198,0.13,0.57,141806.62384397545
199,0.13,0.59,142297.5002922736
200,0.13,0.61,142794.68695384572
201,0.13,0.63,143297.8285789792
202,0.13,0.66,144063.23488741825
203,0.13,0.68,144580.392597581
204,0.13,0.7,145102.7874445437
205,0.13,0.72,145630.43557525415
206,0.13,0.74,146163.04551720034
207,0.13,0.76,146700.60529025376
208,0.13,0.78,147242.99973380342
209,0.13,0.8,147790.0828716929
210,0.14,0.2,136076.15017598844
211,0.14,0.22,136069.9497013997
212,0.14,0.24,136063.71596353676
213,0.14,0.26,136057.4484907729
214,0.14,0.28,136124.32569296117
215,0.14,0.3,136316.06730479584
216,0.14,0.32,136575.99885288492
217,0.14,0.34,136883.39135152492
218,0.14,0.37,137407.95021548585
219,0.14,0.39,137788.83354323084
220,0.14,0.41,138189.1742618433
221,0.14,0.43,138605.4687886482
222,0.14,0.45,139035.44551684964
223,0.14,0.47,139477.1772784758
224,0.14,0.49,139929.498520804
225,0.14,0.51,140391.10757687344
226,0.14,0.53,140861.45543627028
227,0.14,0.55,141339.71461269094
228,0.14,0.57,141825.30980989314
229,0.14,0.59,142317.90387186815
230,0.14,0.61,142817.14210540784
231,0.14,0.63,143322.62250421112
232,0.14,0.66,144092.06977328382
233,0.14,0.68,144612.25725021062
234,0.14,0.7,145137.984001751
235,0.14,0.72,145669.02622562376
236,0.14,0.74,146205.31328571422
237,0.14,0.76,146746.6990798821
238,0.14,0.78,147293.1269357802
239,0.14,0.8,147844.3690806754
240,0.15,0.2,136407.01171923563
241,0.15,0.22,136400.78901534594
242,0.15,0.24,136394.5301778454
243,0.15,0.26,136388.2355775926
244,0.15,0.28,136381.90593326188
245,0.15,0.3,136490.03764572105
246,0.15,0.32,136703.5003034778
247,0.15,0.34,136979.7218496846
248,0.15,0.37,137474.14866200465
249,0.15,0.39,137841.9078987354
250,0.15,0.41,138232.76164895052
251,0.15,0.43,138642.23626353464
252,0.15,0.45,139067.39321791817
253,0.15,0.47,139505.91516346813
254,0.15,0.49,139956.0586928361
255,0.15,0.51,140416.75969249723
256,0.15,0.53,140886.77864919722
257,0.15,0.55,141365.36741200768
258,0.15,0.57,141851.95151213725
259,0.15,0.59,142346.03324379522
260,0.15,0.61,142847.11523372555
261,0.15,0.63,143354.8208285615
262,0.15,0.66,144128.21790996988
263,0.15,0.68,144651.37028540118
264,0.15,0.7,145180.28505619505
265,0.15,0.72,145714.82594020723
266,0.15,0.74,146254.79033150646
267,0.15,0.76,146799.97189119304
268,0.15,0.78,147350.36064481444
269,0.15,0.8,147905.82421776163
270,0.15,0.2,136407.01171923563
271,0.15,0.22,136400.78901534594
272,0.15,0.24,136394.5301778454
273,0.15,0.26,136388.2355775926
274,0.15,0.28,136381.90593326188
275,0.15,0.3,136490.03764572105
276,0.15,0.32,136703.5003034778
277,0.15,0.34,136979.7218496846
278,0.15,0.37,137474.14866200465
279,0.15,0.39,137841.9078987354
280,0.15,0.41,138232.76164895052
281,0.15,0.43,138642.23626353464
282,0.15,0.45,139067.39321791817
283,0.15,0.47,139505.91516346813
284,0.15,0.49,139956.0586928361
285,0.15,0.51,140416.75969249723
286,0.15,0.53,140886.77864919722
287,0.15,0.55,141365.36741200768
288,0.15,0.57,141851.95151213725
289,0.15,0.59,142346.03324379522
290,0.15,0.61,142847.11523372555
291,0.15,0.63,143354.8208285615
292,0.15,0.66,144128.21790996988
293,0.15,0.68,144651.37028540118
294,0.15,0.7,145180.28505619505
295,0.15,0.72,145714.82594020723
296,0.15,0.74,146254.79033150646
297,0.15,0.76,146799.97189119304
298,0.15,0.78,147350.36064481444
299,0.15,0.8,147905.82421776163
300,0.16,0.2,136737.87279174002
301,0.16,0.22,136731.62297710826
302,0.16,0.24,136725.3403983481
303,0.16,0.26,136719.01817164256
304,0.16,0.28,136712.66041954595
305,0.16,0.3,136720.60899302195
306,0.16,0.32,136868.4928121952
307,0.16,0.34,137104.30104095532
308,0.16,0.37,137560.65397749736
309,0.16,0.39,137912.14117158094
310,0.16,0.41,138291.08847314774
311,0.16,0.43,138692.15430074866
312,0.16,0.45,139111.15677345957
313,0.16,0.47,139545.41016732476
314,0.16,0.49,139992.8426607146
315,0.16,0.51,140451.77289967416
316,0.16,0.53,140921.0021061328
317,0.16,0.55,141399.61494582775
318,0.16,0.57,141886.89196857222
319,0.16,0.59,142382.1326584541
320,0.16,0.61,142884.85609183047
321,0.16,0.63,143394.66586520473
322,0.16,0.66,144171.87493656238
323,0.16,0.68,144697.93037860777
324,0.16,0.7,145230.01531465474
325,0.16,0.72,145767.9114837759
326,0.16,0.74,146311.49651906968
327,0.16,0.76,146860.64651573903
328,0.16,0.78,147415.02557617618
329,0.16,0.8,147974.73138114222
330,0.17,0.2,137068.73141426936
331,0.17,0.22,137062.4543393241
332,0.17,0.24,137056.1437277471
333,0.17,0.26,137049.795635256
334,0.17,0.28,137043.40900152858
335,0.17,0.3,137036.98358889233
336,0.17,0.32,137079.62936096772
337,0.17,0.34,137261.44009242524
338,0.17,0.37,137669.7088109002
339,0.17,0.39,138000.97616860454
340,0.17,0.41,138365.49402569493
341,0.17,0.43,138755.93708466008
342,0.17,0.45,139167.4988781914
343,0.17,0.47,139596.40665150207
344,0.17,0.49,140040.07798887242
345,0.17,0.51,140496.62200025702
346,0.17,0.53,140964.57668390937
347,0.17,0.55,141442.81378874744
348,0.17,0.57,141930.34967306684
349,0.17,0.59,142426.5226177189
350,0.17,0.61,142930.68198207428
351,0.17,0.63,143442.37571467715
352,0.17,0.66,144223.2122052906
353,0.17,0.68,144752.0590431301
354,0.17,0.7,145287.32983468138
355,0.17,0.72,145828.68261861565
356,0.17,0.74,146375.88945707772
357,0.17,0.76,146928.8994123618
358,0.17,0.78,147487.37841925598
359,0.17,0.8,148051.36326862947
360,0.18,0.2,137399.58358102728
361,0.18,0.22,137393.28231988483
362,0.18,0.24,137386.94270541702
363,0.18,0.26,137380.5673463645
364,0.18,0.28,137374.15111705058
365,0.18,0.3,137367.69569127198
366,0.18,0.32,137361.19793466086
367,0.18,0.34,137456.940753642
368,0.18,0.37,137803.9527637314
369,0.18,0.39,138110.13788569203
370,0.18,0.41,138457.03348357487
371,0.18,0.43,138834.82732154446
372,0.18,0.45,139237.06753846427
373,0.18,0.47,139659.3023350935
374,0.18,0.49,140098.32823621514
375,0.18,0.51,140551.8140862705
376,0.18,0.53,141017.9031312079
377,0.18,0.55,141495.23967455263
378,0.18,0.57,141982.7142458441
379,0.18,0.59,142479.4948959077
380,0.18,0.61,142984.9253120375
381,0.18,0.63,143498.3982069325
382,0.18,0.66,144282.58071372134
383,0.18,0.68,144814.2583306377
384,0.18,0.7,145352.50770982073
385,0.18,0.72,145897.2600406618
386,0.18,0.74,146448.1444671544
387,0.18,0.76,147005.0706300605
388,0.18,0.78,147567.7003313029
389,0.18,0.8,148135.98182552407
390,0.19,0.2,137730.43334959613
391,0.19,0.22,137724.104979248
392,0.19,0.24,137717.7366511254
393,0.19,0.26,137711.33269952954
394,0.19,0.28,137704.88621962292
395,0.19,0.3,137698.39972171577
396,0.19,0.32,137691.87106559807
397,0.19,0.34,137700.43158857917
398,0.19,0.37,137966.26535180048
399,0.19,0.39,138241.77581497005
400,0.19,0.41,138567.1216348356
401,0.19,0.43,138929.48522213657
402,0.19,0.45,139320.64899944243
403,0.19,0.47,139734.9042637599
404,0.19,0.49,140168.24633237987
405,0.19,0.51,140617.77215068173
406,0.19,0.53,141081.32614998487
407,0.19,0.55,141557.22669592802
408,0.19,0.57,142044.27289611605
409,0.19,0.59,142541.4101736706
410,0.19,0.61,143047.82593864083
411,0.19,0.63,143562.80431555436
412,0.19,0.66,144350.27552593607
413,0.19,0.68,144884.60100454648
414,0.19,0.7,145425.95209676816
415,0.19,0.72,145974.0598680176
416,0.19,0.74,146528.63135375132
417,0.19,0.76,147089.47236265097
418,0.19,0.78,147656.27285957697
419,0.19,0.8,148228.95182411635
420,0.2,0.2,138061.2798676396
421,0.2,0.22,138054.92124592635
422,0.2,0.24,138048.52490248432
423,0.2,0.26,138042.09110688363
424,0.2,0.28,138035.61377918205
425,0.2,0.3,138029.09520543116
426,0.2,0.32,138022.53385826125
427,0.2,0.34,138015.92616668946
428,0.2,0.37,138160.3302913775
429,0.2,0.39,138397.8095750057
430,0.2,0.41,138697.2502271813
431,0.2,0.43,139041.28329618069
432,0.2,0.45,139419.17452096334
433,0.2,0.47,139823.81053093032
434,0.2,0.49,140250.23773261154
435,0.2,0.51,140694.91855509437
436,0.2,0.53,141155.211027113
437,0.2,0.55,141629.20126354066
438,0.2,0.57,142115.40615953197
439,0.2,0.59,142612.54580412852
440,0.2,0.61,143119.61856426127
441,0.2,0.63,143636.0240984496
442,0.2,0.66,144426.53487624845
443,0.2,0.68,144963.4160708627
444,0.2,0.7,145507.86243986906
445,0.2,0.72,146059.3281116788
446,0.2,0.74,146617.5700890571
447,0.2,0.76,147182.39955422262
448,0.2,0.78,147753.5052812514
449,0.2,0.8,148330.66769636582
450,0.2,0.2,138061.2798676396
451,0.2,0.22,138054.92124592635
452,0.2,0.24,138048.52490248432
453,0.2,0.26,138042.09110688363
454,0.2,0.28,138035.61377918205
455,0.2,0.3,138029.09520543116
456,0.2,0.32,138022.53385826125
457,0.2,0.34,138015.92616668946
458,0.2,0.37,138160.3302913775
459,0.2,0.39,138397.8095750057
460,0.2,0.41,138697.2502271813
461,0.2,0.43,139041.28329618069
462,0.2,0.45,139419.17452096334
463,0.2,0.47,139823.81053093032
464,0.2,0.49,140250.23773261154
465,0.2,0.51,140694.91855509437
466,0.2,0.53,141155.211027113
467,0.2,0.55,141629.20126354066
468,0.2,0.57,142115.40615953197
469,0.2,0.59,142612.54580412852
470,0.2,0.61,143119.61856426127
471,0.2,0.63,143636.0240984496
472,0.2,0.66,144426.53487624845
473,0.2,0.68,144963.4160708627
474,0.2,0.7,145507.86243986906
475,0.2,0.72,146059.3281116788
476,0.2,0.74,146617.5700890571
477,0.2,0.76,147182.39955422262
478,0.2,0.78,147753.5052812514
479,0.2,0.8,148330.66769636582
480,0.21,0.2,138392.1212181223
481,0.21,0.22,138385.73253891498
482,0.21,0.24,138379.3068161005
483,0.21,0.26,138372.84199901423
484,0.21,0.28,138366.33328280973
485,0.21,0.3,138359.78168418218
486,0.21,0.32,138353.1858533172
487,0.21,0.34,138346.54393401643
488,0.21,0.37,138391.11191398778
489,0.21,0.39,138580.8624615136
490,0.21,0.41,138848.97285696428
491,0.21,0.43,139171.12251515142
492,0.21,0.45,139533.34260509314
493,0.21,0.47,139926.62319171408
494,0.21,0.49,140344.85831852342
495,0.21,0.51,140783.7082232019
496,0.21,0.53,141240.00340882895
497,0.21,0.55,141711.556944781
498,0.21,0.57,142196.4105948962
499,0.21,0.59,142693.1167016752
500,0.21,0.61,143200.786244557
501,0.21,0.63,143718.27838837772
502,0.21,0.66,144511.71683321177
503,0.21,0.68,145051.14991345812
504,0.21,0.7,145598.55337738997
505,0.21,0.72,146153.38553547746
506,0.21,0.74,146715.38755856935
507,0.21,0.76,147284.19958180896
508,0.21,0.78,147859.60568282838
509,0.21,0.8,148441.3771927184
510,0.22,0.2,138722.9559026281
511,0.22,0.22,138716.53814791332
512,0.22,0.24,138710.08176864774
513,0.22,0.26,138703.58482576322
514,0.22,0.28,138697.04423536907
515,0.22,0.3,138690.4587167816
516,0.22,0.32,138683.82760109945
517,0.22,0.34,138677.14908025923
518,0.22,0.37,138667.97273953506
519,0.22,0.39,138793.54119427182
520,0.22,0.41,139023.88516223838
521,0.22,0.43,139320.18742991862
522,0.22,0.45,139664.03189140803
523,0.22,0.47,140044.0467885628
524,0.22,0.49,140452.65836616533
525,0.22,0.51,140884.6107812408
526,0.22,0.53,141336.19861849785
527,0.22,0.55,141804.57934073705
528,0.22,0.57,142287.56042554646
529,0.22,0.59,142783.66885175812
530,0.22,0.61,143291.4592704708
531,0.22,0.63,143810.00656998166
532,0.22,0.66,144606.0926755399
533,0.22,0.68,145147.99057535877
534,0.22,0.7,145698.31940886844
535,0.22,0.72,146256.5519270112
536,0.22,0.74,146822.33575043987
537,0.22,0.76,147395.24123149377
538,0.22,0.78,147975.04022258037
539,0.22,0.8,148561.49675825067
540,0.23,0.2,139053.78561222955
541,0.23,0.22,139047.33738469673
542,0.23,0.24,139040.8491578395
543,0.23,0.26,139034.31905696087
544,0.23,0.28,139027.74524088157
545,0.23,0.3,139021.1258795385
546,0.23,0.32,139014.4587242336
547,0.23,0.34,139007.74291941474
548,0.23,0.37,138997.57297139848
549,0.23,0.39,139039.28548954646
550,0.23,0.41,139223.83607124386
551,0.23,0.43,139489.70767688102
552,0.23,0.45,139812.1214455807
553,0.23,0.47,140176.75405986467
554,0.23,0.49,140574.20075248857
555,0.23,0.51,140998.10848738925
556,0.23,0.53,141444.08381544612
557,0.23,0.55,141908.59686210268
558,0.23,0.57,142389.40226299455
559,0.23,0.59,142884.3679320023
560,0.23,0.61,143392.09811782485
561,0.23,0.63,143911.43095171248
562,0.23,0.66,144710.02573123467
563,0.23,0.68,145254.39171797977
564,0.23,0.7,145807.664342993
565,0.23,0.72,146369.29902446867
566,0.23,0.74,146938.8719098634
567,0.23,0.76,147515.9691315545
568,0.23,0.78,148100.29637858993
569,0.23,0.8,148691.5953957266
570,0.24,0.2,139384.60957913127
571,0.24,0.22,139378.12958431026
572,0.24,0.24,139371.60840331131
573,0.24,0.26,139365.04418308332
574,0.24,0.28,139358.43509837106
575,0.24,0.3,139351.7793514603
576,0.24,0.32,139345.07517194125
577,0.24,0.34,139338.32081648184
578,0.24,0.37,139328.09217334204
579,0.24,0.39,139323.53999073876
580,0.24,0.41,139450.31990529934
581,0.24,0.43,139680.71695853604
582,0.24,0.45,139978.43182180024
583,0.24,0.47,140325.37071301954
584,0.24,0.49,140709.9637149786
585,0.24,0.51,141124.71501022993
586,0.24,0.53,141564.02634257425
587,0.24,0.55,142024.1821889386
588,0.24,0.57,142502.08185763482
589,0.24,0.59,142995.5773913173
590,0.24,0.61,143503.0069321612
591,0.24,0.63,144022.89794120906
592,0.24,0.66,144823.84691910536
593,0.24,0.68,145370.61983657797
594,0.24,0.7,145926.8005201624
595,0.24,0.72,146491.85811334956
596,0.24,0.74,147065.34791020598
597,0.24,0.76,147646.7771819725
598,0.24,0.78,148235.74161043024
599,0.24,0.8,148832.03504590626
600,0.25,0.2,139715.4270616935
601,0.25,0.22,139708.9141061627
602,0.25,0.24,139702.35894742035
603,0.25,0.26,139695.75971584042
604,0.25,0.28,139689.11457478098
605,0.25,0.3,139682.42171856092
606,0.25,0.32,139675.67937112536
607,0.25,0.34,139668.8857850909
608,0.25,0.37,139658.59305325113
609,0.25,0.39,139651.66220985603
610,0.25,0.41,139704.8257294497
611,0.25,0.43,139894.11122077634
612,0.25,0.45,140163.66376756172
613,0.25,0.47,140490.46533336287
614,0.25,0.49,140860.53833992023
615,0.25,0.51,141264.7101548175
616,0.25,0.53,141696.58548227462
617,0.25,0.55,142151.48887320617
618,0.25,0.57,142626.02951646477
619,0.25,0.59,143117.7331069
620,0.25,0.61,143624.50593732885
621,0.25,0.63,144144.7841822969
622,0.25,0.66,144947.91571070967
623,0.25,0.68,145497.0787879679
624,0.25,0.7,146056.26474713444
625,0.25,0.72,146624.840476565
626,0.25,0.74,147202.3098005396
627,0.25,0.76,147788.12773284363
628,0.25,0.78,148381.9279588605
629,0.25,0.8,148983.3476904889
630,0.25,0.2,139715.4270616935
631,0.25,0.22,139708.9141061627
632,0.25,0.24,139702.35894742035
633,0.25,0.26,139695.75971584042
634,0.25,0.28,139689.11457478098
635,0.25,0.3,139682.42171856092
636,0.25,0.32,139675.67937112536
637,0.25,0.34,139668.8857850909
638,0.25,0.37,139658.59305325113
639,0.25,0.39,139651.66220985603
640,0.25,0.41,139704.8257294497
641,0.25,0.43,139894.11122077634
642,0.25,0.45,140163.66376756172
643,0.25,0.47,140490.46533336287
644,0.25,0.49,140860.53833992023
645,0.25,0.51,141264.7101548175
646,0.25,0.53,141696.58548227462
647,0.25,0.55,142151.48887320617
648,0.25,0.57,142626.02951646477
649,0.25,0.59,143117.7331069
650,0.25,0.61,143624.50593732885
651,0.25,0.63,144144.7841822969
652,0.25,0.66,144947.91571070967
653,0.25,0.68,145497.0787879679
654,0.25,0.7,146056.26474713444
655,0.25,0.72,146624.840476565
656,0.25,0.74,147202.3098005396
657,0.25,0.76,147788.12773284363
658,0.25,0.78,148381.9279588605
659,0.25,0.8,148983.3476904889
660,0.26,0.2,140046.23734578124
661,0.26,0.22,140039.69033498876
662,0.26,0.24,140033.10025595076
663,0.26,0.26,140026.4651886827
664,0.26,0.28,140019.78326092928
665,0.26,0.3,140013.05180503638
666,0.26,0.32,140006.26845850406
667,0.26,0.34,139999.43266749958
668,0.26,0.37,139989.0755031645
669,0.26,0.39,139982.09942277032
670,0.26,0.41,139988.61881478823
671,0.26,0.43,140130.49426515037
672,0.26,0.45,140368.3544989044
673,0.26,0.47,140672.4966118372
674,0.26,0.49,141026.28058714262
675,0.26,0.51,141418.61095719037
676,0.26,0.53,141841.9489974797
677,0.26,0.55,142290.94022939698
678,0.26,0.57,142761.652204876
679,0.26,0.59,143251.0836900504
680,0.26,0.61,143756.96860384542
681,0.26,0.63,144277.52604925493
682,0.26,0.66,145082.747926313
683,0.26,0.68,145634.17387168252
684,0.26,0.7,146196.43380646757
685,0.26,0.72,146768.57610867993
686,0.26,0.74,147350.18453611148
687,0.26,0.76,147940.59845463658
688,0.26,0.78,148539.39537838454
689,0.26,0.8,149146.78635883983
690,0.27,0.2,140377.03974596804
691,0.27,0.22,140370.4576817156
692,0.27,0.24,140363.8318187276
693,0.27,0.26,140357.15983083076
694,0.27,0.28,140350.4377312155
695,0.27,0.3,140343.66594829693
696,0.27,0.32,140336.84261612085
697,0.27,0.34,140329.96356809587
698,0.27,0.37,140319.5385286198
699,0.27,0.39,140312.51484848306
700,0.27,0.41,140305.42814750332
701,0.27,0.43,140389.90934721316
702,0.27,0.45,140592.75910394176
703,0.27,0.47,140871.93890630742
704,0.27,0.49,141207.51910742244
705,0.27,0.51,141586.643223484
706,0.27,0.53,142000.52833837716
707,0.27,0.55,142442.91404938587
708,0.27,0.57,142909.23373062167
709,0.27,0.59,143396.10028703685
710,0.27,0.61,143900.83452278783
711,0.27,0.63,144421.424240092
712,0.27,0.66,145228.6539659522
713,0.27,0.68,145782.48289529607
714,0.27,0.7,146347.7928182188
715,0.27,0.72,146923.72421716223
716,0.27,0.74,147510.3371517986
717,0.27,0.76,148107.02138138752
718,0.27,0.78,148713.1048546511
719,0.27,0.8,149327.9444791037
720,0.28,0.2,140707.83360659672
721,0.28,0.22,140701.21558419996
722,0.28,0.24,140694.552395207
723,0.28,0.26,140687.8399366302
724,0.28,0.28,140681.07900182498
725,0.28,0.3,140674.26640460402
726,0.28,0.32,140667.39859415338
727,0.28,0.34,140660.47633262913
728,0.28,0.37,140649.98018541906
729,0.28,0.39,140642.90719913988
730,0.28,0.41,140635.76894485432
731,0.28,0.43,140671.54532023723
732,0.28,0.45,140836.74848801954
733,0.28,0.47,141088.75063022028
734,0.28,0.49,141404.5206506365
735,0.28,0.51,141769.2074258128
736,0.28,0.53,142172.65391207035
737,0.28,0.55,142607.70735874932
738,0.28,0.57,143069.14456900407
739,0.28,0.59,143553.02407851687
740,0.28,0.61,144056.35473913015
741,0.28,0.63,144576.93587237064
742,0.28,0.66,145386.12970016123
743,0.28,0.68,145943.36163961797
744,0.28,0.7,146513.7587494958
745,0.28,0.72,147096.10310894408
746,0.28,0.74,147689.46238191915
747,0.28,0.76,148293.03638084428
748,0.28,0.78,148943.12621206607
749,0.28,0.8,149680.29945950228
750,0.29,0.2,141038.61830269027
751,0.29,0.22,141031.9635078713
752,0.29,0.24,141025.25942470736
753,0.29,0.26,141018.50826474396
754,0.29,0.28,141011.70532380533
755,0.29,0.3,141004.8491765483
756,0.29,0.32,140997.93720711363
757,0.29,0.34,140990.96773056267
758,0.29,0.37,140980.39858730906
759,0.29,0.39,140973.27416481444
760,0.29,0.41,140966.08260114965
761,0.29,0.43,140973.14566917473
762,0.29,0.45,141099.6898825232
763,0.29,0.47,141322.93334143184
764,0.29,0.49,141617.38075484187
765,0.29,0.51,141966.404554647
766,0.29,0.53,142358.52758947012
767,0.29,0.55,142785.61245834522
768,0.29,0.57,143241.6320258368
769,0.29,0.59,143722.2453138032
770,0.29,0.61,144224.54674652626
771,0.29,0.63,144746.9985854872
772,0.29,0.66,145562.7139280744
773,0.29,0.68,146125.26283293538
774,0.29,0.7,146723.16077374035
775,0.29,0.72,147408.79688340978
776,0.29,0.74,148144.6579235893
777,0.29,0.76,148918.83326234977
