,R,L,cost
107,0.1,0.55,124471.33397953447
108,0.1,0.57,124950.12292015573
109,0.1,0.59,125434.56289885087
110,0.1,0.61,125924.69921738321
111,0.1,0.63,126420.24227935173
112,0.1,0.66,127173.32481380984
113,0.1,0.68,127681.69808831149
114,0.1,0.7,128195.04273183882
115,0.1,0.72,128713.24701577681
116,0.1,0.74,129236.24593885713
117,0.1,0.76,129763.88715935573
118,0.1,0.78,130296.09711289177
119,0.1,0.8,130832.80140819351
120,0.11,0.2,117792.62828416366
121,0.11,0.22,117994.94751552549
122,0.11,0.24,118243.20359089189
123,0.11,0.26,118526.83213340049
124,0.11,0.28,118839.13870452323
125,0.11,0.3,119175.08169196227
126,0.11,0.32,119530.98648295
127,0.11,0.34,119904.3139470706
128,0.11,0.37,120491.73453606784
129,0.11,0.39,120899.25595723852
130,0.11,0.41,121317.86376712982
131,0.11,0.43,121746.41777233461
132,0.11,0.45,122184.21149312663
133,0.11,0.47,122630.3254482581
134,0.11,0.49,123084.32309523362
135,0.11,0.51,123545.64454636534
136,0.11,0.53,124013.86488438165
137,0.11,0.55,124488.75689768788
138,0.11,0.57,124969.83420638496
139,0.11,0.59,125456.97661979398
140,0.11,0.61,125949.97869065111
141,0.11,0.63,126448.53654571442
142,0.11,0.66,127206.6179582114
143,0.11,0.68,127718.5273047374
144,0.11,0.7,128235.59678381075
145,0.11,0.72,128757.64453763791
146,0.11,0.74,129284.55797070288
147,0.11,0.76,129816.25498431512
148,0.11,0.78,130352.65944022447
149,0.11,0.8,130893.70269295733
150,0.12,0.2,117979.95382104813
151,0.12,0.22,118140.62168551542
152,0.12,0.24,118357.17628955735
153,0.12,0.26,118616.56145601039
154,0.12,0.28,118910.01454162183
155,0.12,0.3,119231.51826845016
156,0.12,0.32,119576.27054166945
157,0.12,0.34,119941.10808063336
158,0.12,0.37,120519.59692206192
159,0.12,0.39,120923.30911771249
160,0.12,0.41,121339.17439525272
161,0.12,0.43,121766.25261927885
162,0.12,0.45,122203.1557175687
163,0.12,0.47,122649.36558764089
164,0.12,0.49,123103.882034303
165,0.12,0.51,123566.27777659202
166,0.12,0.53,124036.08286182287
167,0.12,0.55,124512.75390496953
168,0.12,0.57,124996.0711176288
169,0.12,0.59,125485.77252310925
170,0.12,0.61,125981.5221072232
171,0.12,0.63,126483.12693165321
172,0.12,0.66,127246.09936075259
173,0.12,0.68,127761.54880994406
174,0.12,0.7,128282.30688220901
175,0.12,0.72,128808.19887189993
176,0.12,0.74,129339.079907336
177,0.12,0.76,129874.9460931842
178,0.12,0.78,130415.61819421075
179,0.12,0.8,130961.0112155349
180,0.13,0.2,118203.01545679694
181,0.13,0.22,118318.71022062197
182,0.13,0.24,118498.77920027975
183,0.13,0.26,118729.87600794618
184,0.13,0.28,119001.20617841544
185,0.13,0.3,119305.56876451962
186,0.13,0.32,119636.98447895567
187,0.13,0.34,119991.55812458166
188,0.13,0.37,120559.16987765903
189,0.13,0.39,120957.87063037226
190,0.13,0.41,121370.32555252181
191,0.13,0.43,121795.02155161556
192,0.13,0.45,122230.74882908538
193,0.13,0.47,122676.29979414292
194,0.13,0.49,123131.09888452783
195,0.13,0.51,123594.28743014677
196,0.13,0.53,124065.2810378572
197,0.13,0.55,124543.64518455206
198,0.13,0.57,125029.11284446933
199,0.13,0.59,125521.16531052826
200,0.13,0.61,126019.61812105463
201,0.13,0.63,126524.1704448798
202,0.13,0.66,127291.93627834186
203,0.13,0.68,127810.93186156725
204,0.13,0.7,128335.34624251175
205,0.13,0.72,128865.10203832813
206,0.13,0.74,129400.05376954663
207,0.13,0.76,129940.13015636848
208,0.13,0.78,130485.11833021516
209,0.13,0.8,131034.9210423439
210,0.14,0.2,118456.8204655693
211,0.14,0.22,118528.51390865984
212,0.14,0.24,118668.91467526347
213,0.14,0.26,118867.9441897117
214,0.14,0.28,119113.92526945486
215,0.14,0.3,119398.28259919283
216,0.14,0.32,119714.03005778622
217,0.14,0.34,120056.4466348833
218,0.14,0.37,120610.95874151259
219,0.14,0.39,121003.44934927627
220,0.14,0.41,121411.60102075167
221,0.14,0.43,121833.24284229548
222,0.14,0.45,122266.97763394643
223,0.14,0.47,122711.69151361391
224,0.14,0.49,123166.22516959361
225,0.14,0.51,123629.77664755617
226,0.14,0.53,124101.7953077071
227,0.14,0.55,124581.74352086995
228,0.14,0.57,125069.07541721138
229,0.14,0.59,125563.39733881144
230,0.14,0.61,126064.45230487901
231,0.14,0.63,126571.88724269575
232,0.14,0.66,127344.49595201187
233,0.14,0.68,127866.96942815339
234,0.14,0.7,128395.08265516147
235,0.14,0.72,128928.74731704677
236,0.14,0.74,129467.71309505218
237,0.14,0.76,130011.95864939017
238,0.14,0.78,130561.33254154224
239,0.14,0.8,131115.64830929763
240,0.15,0.2,118731.91210934853
241,0.15,0.22,118767.12336094868
242,0.15,0.24,118867.38427537863
243,0.15,0.26,119031.40689888678
244,0.15,0.28,119248.96274461622
245,0.15,0.3,119510.5555580935
246,0.15,0.32,119808.2837053826
247,0.15,0.34,120136.515614089
248,0.15,0.37,120675.53547823636
249,0.15,0.39,121060.78147563092
250,0.15,0.41,121463.37016280853
251,0.15,0.43,121881.2827963765
252,0.15,0.45,122312.4966867564
253,0.15,0.47,122755.5945061536
254,0.15,0.49,123209.4572464569
255,0.15,0.51,123673.20472269964
256,0.15,0.53,124145.99061661244
257,0.15,0.55,124627.17928923643
258,0.15,0.57,125116.21548997016
259,0.15,0.59,125612.68943101318
260,0.15,0.61,126116.21974547511
261,0.15,0.63,126626.43752377824
262,0.15,0.66,127403.861208374
263,0.15,0.68,127929.77708673618
264,0.15,0.7,128461.57645198614
265,0.15,0.72,128999.17558883895
266,0.15,0.74,129542.27331529956
267,0.15,0.76,130090.78489228035
268,0.15,0.78,130644.5585301527
269,0.15,0.8,131203.5124107168
270,0.15,0.2,118731.91210934853
271,0.15,0.22,118767.12336094868
272,0.15,0.24,118867.38427537863
273,0.15,0.26,119031.40689888678
274,0.15,0.28,119248.96274461622
275,0.15,0.3,119510.5555580935
276,0.15,0.32,119808.2837053826
277,0.15,0.34,120136.515614089
278,0.15,0.37,120675.53547823636
279,0.15,0.39,121060.78147563092
280,0.15,0.41,121463.37016280853
281,0.15,0.43,121881.2827963765
282,0.15,0.45,122312.4966867564
283,0.15,0.47,122755.5945061536
284,0.15,0.49,123209.4572464569
285,0.15,0.51,123673.20472269964
286,0.15,0.53,124145.99061661244
287,0.15,0.55,124627.17928923643
288,0.15,0.57,125116.21548997016
289,0.15,0.59,125612.68943101318
290,0.15,0.61,126116.21974547511
291,0.15,0.63,126626.43752377824
292,0.15,0.66,127403.861208374
293,0.15,0.68,127929.77708673618
294,0.15,0.7,128461.57645198614
295,0.15,0.72,128999.17558883895
296,0.15,0.74,129542.27331529956
297,0.15,0.76,130090.78489228035
298,0.15,0.78,130644.5585301527
299,0.15,0.8,131203.5124107168
300,0.16,0.2,119017.13619104306
301,0.16,0.22,119028.76070758361
302,0.16,0.24,119092.27240400098
303,0.16,0.26,119220.13057795909
304,0.16,0.28,119406.78524776442
305,0.16,0.3,119643.06607344223
306,0.16,0.32,119920.47982099
307,0.16,0.34,120232.43543195014
308,0.16,0.37,120753.47281581952
309,0.16,0.39,121130.19018383638
310,0.16,0.41,121526.39459166721
311,0.16,0.43,121939.485153581
312,0.16,0.45,122367.3706110044
313,0.16,0.47,122808.46190160606
314,0.16,0.49,123261.30384913803
315,0.16,0.51,123724.77577337816
316,0.16,0.53,124197.98433961069
317,0.16,0.55,124680.18924731952
318,0.16,0.57,125170.77105988376
319,0.16,0.59,125669.24136704198
320,0.16,0.61,126175.13385935233
321,0.16,0.63,126688.11505690835
322,0.16,0.66,127470.23627284067
323,0.16,0.68,127999.6784867816
324,0.16,0.7,128535.24967766074
325,0.16,0.72,129076.69047320791
326,0.16,0.74,129623.9414199164
327,0.16,0.76,130176.81808326587
328,0.16,0.78,130735.08393141389
329,0.16,0.8,131298.69989931583
330,0.17,0.2,119305.20685701894
331,0.17,0.22,119305.56328800121
332,0.17,0.24,119339.94003740318
333,0.17,0.26,119432.93811183142
334,0.17,0.28,119587.30482696222
335,0.17,0.3,119796.16348965673
336,0.17,0.32,120051.09904160844
337,0.17,0.34,120344.82610368353
338,0.17,0.37,120845.46469522346
339,0.17,0.39,121212.12157419481
340,0.17,0.41,121600.78153777978
341,0.17,0.43,122008.3192932265
342,0.17,0.45,122432.26440484381
343,0.17,0.47,122870.66825251863
344,0.17,0.49,123321.90910775254
345,0.17,0.51,123784.7153505209
346,0.17,0.53,124258.03123270042
347,0.17,0.55,124741.03365021503
348,0.17,0.57,125232.9715880375
349,0.17,0.59,125733.2475678869
350,0.17,0.61,126241.53259056319
351,0.17,0.63,126757.21731679945
352,0.17,0.66,127543.98059703855
353,0.17,0.68,128076.81307073537
354,0.17,0.7,128616.13594425142
355,0.17,0.72,129161.57857064123
356,0.17,0.74,129713.06640112832
357,0.17,0.76,130270.30608050639
358,0.17,0.78,130833.18587589469
359,0.17,0.8,131401.56697178658
360,0.18,0.2,119594.48386328542
361,0.18,0.22,119590.01503463608
362,0.18,0.24,119605.10583862543
363,0.18,0.26,119667.42878876126
364,0.18,0.28,119789.70575565156
365,0.18,0.3,119969.77362491205
366,0.18,0.32,120200.40190203296
367,0.18,0.34,120474.18442292063
368,0.18,0.37,120951.87095964795
369,0.18,0.39,121307.2787145279
370,0.18,0.41,121687.19051730252
371,0.18,0.43,122088.13776530878
372,0.18,0.45,122507.29144933101
373,0.18,0.47,122942.38262342162
374,0.18,0.49,123391.55043868744
375,0.18,0.51,123853.30443473454
376,0.18,0.53,124326.42521692211
377,0.18,0.55,124809.93880260327
378,0.18,0.57,125303.06641454967
379,0.18,0.59,125805.17000252598
380,0.18,0.61,126315.57011337386
381,0.18,0.63,126833.79851588093
382,0.18,0.66,127625.18428661967
383,0.18,0.68,128161.60704194625
384,0.18,0.7,128704.63829122801
385,0.18,0.72,129254.14218132754
386,0.18,0.74,129809.87478356008
387,0.18,0.76,130371.5583842066
388,0.18,0.78,130939.1306066552
389,0.18,0.8,131512.3946111841
390,0.19,0.2,119889.2285900106
391,0.19,0.22,119878.44132079769
392,0.19,0.24,119881.85818699021
393,0.19,0.26,119920.03269298116
394,0.19,0.28,120012.37240208985
395,0.19,0.3,120163.3050309444
396,0.19,0.32,120368.32738238074
397,0.19,0.34,120620.56762429101
398,0.19,0.37,121072.97939428478
399,0.19,0.39,121415.71247080299
400,0.19,0.41,121785.74690941985
401,0.19,0.43,122179.18277871174
402,0.19,0.45,122592.79235206029
403,0.19,0.47,123023.95205531287
404,0.19,0.49,123470.53153650241
405,0.19,0.51,123930.82442047751
406,0.19,0.53,124403.40630026502
407,0.19,0.55,124887.21399081485
408,0.19,0.57,125381.3818273849
409,0.19,0.59,125884.99699830926
410,0.19,0.61,126397.4912372497
411,0.19,0.63,126918.36699566012
412,0.19,0.66,127714.24547160378
413,0.19,0.68,128254.16526919304
414,0.19,0.7,128800.95882599625
415,0.19,0.72,129354.54779852608
416,0.19,0.74,129914.62423537081
417,0.19,0.76,130480.92122218052
418,0.19,0.78,131053.30315614982
419,0.19,0.8,131631.49303075683
420,0.2,0.2,120196.80943972911
421,0.2,0.22,120174.63265815043
422,0.2,0.24,120166.64140332256
423,0.2,0.26,120186.4569050895
424,0.2,0.28,120252.82802107614
425,0.2,0.3,120375.64284987761
426,0.2,0.32,120554.47190308243
427,0.2,0.34,120783.9527035665
428,0.2,0.37,121209.24369251716
429,0.2,0.39,121538.04983599244
430,0.2,0.41,121897.0755033831
431,0.2,0.43,122281.97718109401
432,0.2,0.45,122689.13551052098
433,0.2,0.47,123115.68745498218
434,0.2,0.49,123559.15301931642
435,0.2,0.51,124017.52819910101
436,0.2,0.53,124489.22073953657
437,0.2,0.55,124973.14256346313
438,0.2,0.57,125468.00922041062
439,0.2,0.59,125973.09325943573
440,0.2,0.61,126487.59295732254
441,0.2,0.63,127010.96514079592
442,0.2,0.66,127811.4167010085
443,0.2,0.68,128354.82383613466
444,0.2,0.7,128905.5268724614
445,0.2,0.72,129463.2404622452
446,0.2,0.74,130027.69689010475
447,0.2,0.76,130598.68304665656
448,0.2,0.78,131175.93970201054
449,0.2,0.8,131759.2378382824
450,0.2,0.2,120196.80943972911
451,0.2,0.22,120174.63265815043
452,0.2,0.24,120166.64140332256
453,0.2,0.26,120186.4569050895
454,0.2,0.28,120252.82802107614
455,0.2,0.3,120375.64284987761
456,0.2,0.32,120554.47190308243
457,0.2,0.34,120783.9527035665
458,0.2,0.37,121209.24369251716
459,0.2,0.39,121538.04983599244
460,0.2,0.41,121897.0755033831
461,0.2,0.43,122281.97718109401
462,0.2,0.45,122689.13551052098
463,0.2,0.47,123115.68745498218
464,0.2,0.49,123559.15301931642
465,0.2,0.51,124017.52819910101
466,0.2,0.53,124489.22073953657
467,0.2,0.55,124973.14256346313
468,0.2,0.57,125468.00922041062
469,0.2,0.59,125973.09325943573
470,0.2,0.61,126487.59295732254
471,0.2,0.63,127010.96514079592
472,0.2,0.66,127811.4167010085
473,0.2,0.68,128354.82383613466
474,0.2,0.7,128905.5268724614
475,0.2,0.72,129463.2404622452
476,0.2,0.74,130027.69689010475
477,0.2,0.76,130598.68304665656
478,0.2,0.78,131175.93970201054
479,0.2,0.8,131759.2378382824
480,0.21,0.2,120523.57480066363
481,0.21,0.22,120486.1292736775
482,0.21,0.24,120463.16094163166
483,0.21,0.26,120464.57169257934
484,0.21,0.28,120508.01560089817
485,0.21,0.3,120604.99834003918
486,0.21,0.32,120758.03486144604
487,0.21,0.34,120964.16095852385
488,0.21,0.37,121360.49059064085
489,0.21,0.39,121674.22652596561
490,0.21,0.41,122021.17905483335
491,0.21,0.43,122396.64599060918
492,0.21,0.45,122796.61976899917
493,0.21,0.47,123217.86757743578
494,0.21,0.49,123657.6540619583
495,0.21,0.51,124113.66358559542
496,0.21,0.53,124584.25769427497
497,0.21,0.55,125067.85625474325
498,0.21,0.57,125563.36157505146
499,0.21,0.59,126069.6875147263
500,0.21,0.61,126586.12774258842
501,0.21,0.63,127111.92212583058
502,0.21,0.66,127916.95690355323
503,0.21,0.68,128463.89915219611
504,0.21,0.7,129018.53569482933
505,0.21,0.72,129580.4722528634
506,0.21,0.74,130149.48098302762
507,0.21,0.76,130725.25658150761
508,0.21,0.78,131307.53024519113
509,0.21,0.8,131896.14835358685
510,0.22,0.2,120873.67360534893
511,0.22,0.22,120819.17284282204
512,0.22,0.24,120778.52096440962
513,0.22,0.26,120759.27989407702
514,0.22,0.28,120777.65735593505
515,0.22,0.3,120849.19896969612
516,0.22,0.32,120977.59183598912
517,0.22,0.34,121160.31455728026
518,0.22,0.37,121526.76659179537
519,0.22,0.39,121824.34973136055
520,0.22,0.41,122158.26572691555
521,0.22,0.43,122523.40352696933
522,0.22,0.45,122915.39792501424
523,0.22,0.47,123330.71888679052
524,0.22,0.49,123766.25458598434
525,0.22,0.51,124219.52712841652
526,0.22,0.53,124688.59091187519
527,0.22,0.55,125171.71945751227
528,0.22,0.57,125667.5413446679
529,0.22,0.59,126175.13396343819
530,0.22,0.61,126693.37657588959
531,0.22,0.63,127221.59453493568
532,0.22,0.66,128031.20585639658
533,0.22,0.68,128581.70733477671
534,0.22,0.7,129140.32391526461
535,0.22,0.72,129706.62080417052
536,0.22,0.74,130280.31803719127
537,0.22,0.76,130861.03889061543
538,0.22,0.78,131448.51718988072
539,0.22,0.8,132042.5627899718
540,0.23,0.2,121249.33194877407
541,0.23,0.22,121177.58422436804
542,0.23,0.24,121118.32309109718
543,0.23,0.26,121077.48871630564
544,0.23,0.28,121068.6806283355
545,0.23,0.3,121109.98581580898
546,0.23,0.32,121211.80113767259
547,0.23,0.34,121371.67587696714
548,0.23,0.37,121707.66796551898
549,0.23,0.39,121988.46213684988
550,0.23,0.41,122308.4023896048
551,0.23,0.43,122662.39704105724
552,0.23,0.45,123045.65856290073
553,0.23,0.47,123454.45085417882
554,0.23,0.49,123885.17653603805
555,0.23,0.51,124335.36223281451
556,0.23,0.53,124802.52621189872
557,0.23,0.55,125284.87941835326
558,0.23,0.57,125781.0180809478
559,0.23,0.59,126289.60983414775
560,0.23,0.61,126809.62990764303
561,0.23,0.63,127340.27512139689
562,0.23,0.66,128154.51817699066
563,0.23,0.68,128708.70780255443
564,0.23,0.7,129271.37996181445
565,0.23,0.72,129842.09456556456
566,0.23,0.74,130420.59166123821
567,0.23,0.76,131006.38452128133
568,0.23,0.78,131599.25468504624
569,0.23,0.8,132198.95555959974
570,0.24,0.2,121651.3975042115
571,0.24,0.22,121563.1956204973
572,0.24,0.24,121485.76401510932
573,0.24,0.26,121423.86051160982
574,0.24,0.28,121388.33681200145
575,0.24,0.3,121396.63168847635
576,0.24,0.32,121464.44023904574
577,0.24,0.34,121597.15030353701
578,0.24,0.37,121902.62060011303
579,0.24,0.39,122166.18189310745
580,0.24,0.41,122471.54528039266
581,0.24,0.43,122813.67175721437
582,0.24,0.45,123187.59967721082
583,0.24,0.47,123589.19107310886
584,0.24,0.49,124014.77058476202
585,0.24,0.51,124461.27497840863
586,0.24,0.53,124926.2807690801
587,0.24,0.55,125407.74367949166
588,0.24,0.57,125903.91783714035
589,0.24,0.59,126413.47294800307
590,0.24,0.61,126935.22047266408
591,0.24,0.63,127468.24654844409
592,0.24,0.66,128287.14041490854
593,0.24,0.68,128845.13058972369
594,0.24,0.7,129412.03653888538
595,0.24,0.72,129987.35410365793
596,0.24,0.74,130570.80099400165
597,0.24,0.76,131161.8978258351
598,0.24,0.78,131760.39715832495
599,0.24,0.8,132365.92831918166
600,0.25,0.2,122079.81522382435
601,0.25,0.22,121976.4829186144
602,0.25,0.24,121882.13398727613
603,0.25,0.26,121800.62859442947
604,0.25,0.28,121740.4691953842
605,0.25,0.3,121716.83668892163
606,0.25,0.32,121747.17621581467
607,0.25,0.34,121843.09877284382
608,0.25,0.37,122110.92330872251
609,0.25,0.39,122357.10367600062
610,0.25,0.41,122647.50664818072
611,0.25,0.43,122977.18400857762
612,0.25,0.45,123341.22658819437
613,0.25,0.47,123735.10388323164
614,0.25,0.49,124154.97429562671
615,0.25,0.51,124597.60762905313
616,0.25,0.53,125060.18481942151
617,0.25,0.55,125540.4421952716
618,0.25,0.57,126036.55506519649
619,0.25,0.59,126546.97357894726
620,0.25,0.61,127070.41037817487
621,0.25,0.63,127605.8986888164
622,0.25,0.66,128429.6492103161
623,0.25,0.68,128991.45948801495
624,0.25,0.7,129562.7418846252
625,0.25,0.72,130142.89146337948
626,0.25,0.74,130731.42371902322
627,0.25,0.76,131328.11768662915
628,0.25,0.78,131932.6363510002
629,0.25,0.8,132545.15733012054
630,0.25,0.2,122079.81522382435
631,0.25,0.22,121976.4829186144
632,0.25,0.24,121882.13398727613
633,0.25,0.26,121800.62859442947
634,0.25,0.28,121740.4691953842
635,0.25,0.3,121716.83668892163
636,0.25,0.32,121747.17621581467
637,0.25,0.34,121843.09877284382
638,0.25,0.37,122110.92330872251
639,0.25,0.39,122357.10367600062
640,0.25,0.41,122647.50664818072
641,0.25,0.43,122977.18400857762
642,0.25,0.45,123341.22658819437
643,0.25,0.47,123735.10388323164
644,0.25,0.49,124154.97429562671
645,0.25,0.51,124597.60762905313
646,0.25,0.53,125060.18481942151
647,0.25,0.55,125540.4421952716
648,0.25,0.57,126036.55506519649
649,0.25,0.59,126546.97357894726
650,0.25,0.61,127070.41037817487
651,0.25,0.63,127605.8986888164
652,0.25,0.66,128429.6492103161
653,0.25,0.68,128991.45948801495
654,0.25,0.7,129562.7418846252
655,0.25,0.72,130142.89146337948
656,0.25,0.74,130731.42371902322
657,0.25,0.76,131328.11768662915
658,0.25,0.78,131932.6363510002
659,0.25,0.8,132545.15733012054
660,0.26,0.2,122533.97181961797
661,0.26,0.22,122417.0703897442
662,0.26,0.24,122307.45908008187
663,0.26,0.26,122208.29839651594
664,0.26,0.28,122126.27015949607
665,0.26,0.3,122073.96015113711
666,0.26,0.32,122068.12215115313
667,0.26,0.34,122123.4000415963
668,0.26,0.37,122336.09372250129
669,0.26,0.39,122560.68845168295
670,0.26,0.41,122835.95056253091
671,0.26,0.43,123152.8099748733
672,0.26,0.45,123506.46316680283
673,0.26,0.47,123892.28092092366
674,0.26,0.49,124306.1346897742
675,0.26,0.51,124744.47585579504
676,0.26,0.53,125204.34984895746
677,0.26,0.55,125683.26882991724
678,0.26,0.57,126179.19749064364
679,0.26,0.59,126690.48219544454
680,0.26,0.61,127215.67736575766
681,0.26,0.63,127753.59934630206
682,0.26,0.66,128582.36986759874
683,0.26,0.68,129148.25032067296
684,0.26,0.7,129723.9870087455
685,0.26,0.72,130309.39062531013
686,0.26,0.74,130904.4684380456
687,0.26,0.76,131508.6063007769
688,0.26,0.78,132121.17147636873
689,0.26,0.8,132741.73012239017
690,0.27,0.2,123012.911647796
691,0.27,0.22,122884.07250009084
692,0.27,0.24,122761.00615087485
693,0.27,0.26,122646.31424030116
694,0.27,0.28,122545.31939066504
695,0.27,0.3,122468.24308948171
696,0.27,0.32,122430.10708082639
697,0.27,0.34,122446.30951177828
698,0.27,0.37,122594.87170576547
699,0.27,0.39,122782.54122057965
700,0.27,0.41,123036.47753311295
701,0.27,0.43,123340.37802633907
702,0.27,0.45,123683.35624297541
703,0.27,0.47,124060.7286294438
704,0.27,0.49,124468.21266780609
705,0.27,0.51,124902.0488991006
706,0.27,0.53,125359.02994737543
707,0.27,0.55,125836.47437665038
708,0.27,0.57,126332.23244795714
709,0.27,0.59,126844.33370578747
710,0.27,0.61,127371.31349528281
711,0.27,0.63,127911.81841014631
712,0.27,0.66,128746.01043824576
713,0.27,0.68,129317.46001753412
714,0.27,0.7,129900.14692223299
715,0.27,0.72,130493.1623239295
716,0.27,0.74,131095.874304391
717,0.27,0.76,131707.70614002788
718,0.27,0.78,132328.140603157
719,0.27,0.8,132956.68907221663
720,0.28,0.2,123515.5027609861
721,0.28,0.22,123376.32476563726
722,0.28,0.24,123241.60337393834
723,0.28,0.26,123113.50420223085
724,0.28,0.28,122996.33162430112
725,0.28,0.3,122898.36981762334
726,0.28,0.32,122832.63709086497
727,0.28,0.34,122813.9933542309
728,0.28,0.37,122899.90906835049
729,0.28,0.39,123042.9415182526
730,0.28,0.41,123257.46309636428
731,0.28,0.43,123539.55045758943
732,0.28,0.45,123871.62275314318
733,0.28,0.47,124240.38976077111
734,0.28,0.49,124641.31742104805
735,0.28,0.51,125070.46540372584
736,0.28,0.53,125524.43423774597
737,0.28,0.55,126000.43709977556
738,0.28,0.57,126495.86481955687
739,0.28,0.59,127008.91567358957
740,0.28,0.61,127538.79075577763
741,0.28,0.63,128084.23337687585
742,0.28,0.66,128928.2788706991
743,0.28,0.68,129506.45845658345
744,0.28,0.7,130095.97619370904
745,0.28,0.72,130696.1117025234
746,0.28,0.74,131317.8111445852
747,0.28,0.76,132027.47122709276
748,0.28,0.78,132790.7390823214
749,0.28,0.8,133593.75650436946
750,0.29,0.2,124040.52806943556
751,0.29,0.22,123892.52137879736
752,0.29,0.24,123747.86289793398
753,0.29,0.26,123608.37329339242
754,0.29,0.28,123477.59242350128
755,0.29,0.3,123362.30901189585
756,0.29,0.32,123273.60048607536
757,0.29,0.34,123225.22270422643
758,0.29,0.37,123254.86768850725
759,0.29,0.39,123354.39665632187
760,0.29,0.41,123522.90934485635
761,0.29,0.43,123762.60572172029
762,0.29,0.45,124071.40390830854
763,0.29,0.47,124431.23218087154
764,0.29,0.49,124825.5074298483
765,0.29,0.51,125249.86235815809
766,0.29,0.53,125700.97185515419
767,0.29,0.55,126177.11176216243
768,0.29,0.57,126675.2963377307
769,0.29,0.59,127192.87231793594
770,0.29,0.61,127727.7608415759
771,0.29,0.63,128278.39380886871
772,0.29,0.66,129145.40566485256
773,0.29,0.68,129813.06608758392
774,0.29,0.7,130530.37273128229
775,0.29,0.72,131286.16695511623
776,0.29,0.74,132075.11794177338
