,R,L,cost
75,0.1,0.51,106422.62965050297
76,0.1,0.53,107098.07463536877
77,0.1,0.55,107793.49613712111
78,0.1,0.57,108508.77235865993
79,0.1,0.59,109244.8901274979
80,0.1,0.61,110001.66664618101
81,0.1,0.63,110779.97810352172
82,0.1,0.66,111987.7886831294
83,0.1,0.68,112819.74223069492
84,0.1,0.7,113673.833156151
85,0.1,0.72,114550.01917742004
86,0.1,0.74,115448.38224687119
87,0.1,0.76,116369.24254789235
88,0.1,0.78,117312.70670017507
89,0.1,0.8,118278.97477579516
90,0.1,0.2,98170.89947374255
91,0.1,0.22,98586.62840923588
92,0.1,0.24,99020.22122913017
93,0.1,0.26,99468.59371136375
94,0.1,0.28,99931.88974202845
95,0.1,0.3,100411.69796735459
96,0.1,0.32,100906.39428384922
97,0.1,0.34,101415.73767846132
98,0.1,0.37,102209.90051953738
99,0.1,0.39,102759.15589146168
100,0.1,0.41,103325.8706898733
101,0.1,0.43,103909.21105911834
102,0.1,0.45,104510.04610931291
103,0.1,0.47,105128.78078970898
104,0.1,0.49,105766.23401828247
105,0.1,0.51,106422.62965050297
106,0.1,0.53,107098.07463536877
107,0.1,0.55,107793.49613712111
108,0.1,0.57,108508.77235865993
109,0.1,0.59,109244.8901274979
110,0.1,0.61,110001.66664618101
111,0.1,0.63,110779.97810352172
112,0.1,0.66,111987.7886831294
113,0.1,0.68,112819.74223069492
114,0.1,0.7,113673.833156151
115,0.1,0.72,114550.01917742004
116,0.1,0.74,115448.38224687119
117,0.1,0.76,116369.24254789235
118,0.1,0.78,117312.70670017507
119,0.1,0.8,118278.97477579516
120,0.11,0.2,98719.15233951232
121,0.11,0.22,99133.92856999082
122,0.11,0.24,99567.64654071385
123,0.11,0.26,100017.28167824977
124,0.11,0.28,100482.43393029181
125,0.11,0.3,100964.77998284542
126,0.11,0.32,101462.26005423068
127,0.11,0.34,101974.80821787716
128,0.11,0.37,102774.53547295839
129,0.11,0.39,103327.55771370932
130,0.11,0.41,103898.19767401551
131,0.11,0.43,104485.56710992359
132,0.11,0.45,105090.63009287734
133,0.11,0.47,105713.63782292444
134,0.11,0.49,106355.21829049321
135,0.11,0.51,107015.91397362898
136,0.11,0.53,107695.61399226816
137,0.11,0.55,108395.22273309599
138,0.11,0.57,109114.61414973532
139,0.11,0.59,109854.72775742624
140,0.11,0.61,110615.39533545333
141,0.11,0.63,111397.41834994378
142,0.11,0.66,112610.72377521463
143,0.11,0.68,113446.20411077833
144,0.11,0.7,114303.68891096067
145,0.11,0.72,115183.30710118315
146,0.11,0.74,116084.8318844257
147,0.11,0.76,117008.73455864923
148,0.11,0.78,117955.19811914237
149,0.11,0.8,118924.16754972315
150,0.12,0.2,99274.62854944216
151,0.12,0.22,99687.78872073247
152,0.12,0.24,100121.24014411139
153,0.12,0.26,100571.59619031787
154,0.12,0.28,101038.4381946347
155,0.12,0.3,101522.86239787309
156,0.12,0.32,102023.11714681411
157,0.12,0.34,102538.80927554861
158,0.12,0.37,103343.60305065483
159,0.12,0.39,103900.32941082532
160,0.12,0.41,104474.89899994187
161,0.12,0.43,105066.35419702948
162,0.12,0.45,105675.60744883359
163,0.12,0.47,106302.92955715214
164,0.12,0.49,106948.6423342828
165,0.12,0.51,107613.63264877429
166,0.12,0.53,108297.66104559382
167,0.12,0.55,109001.56649685686
168,0.12,0.57,109725.11201110164
169,0.12,0.59,110469.32035746396
170,0.12,0.61,111234.04458780785
171,0.12,0.63,112020.01100194435
172,0.12,0.66,113239.02557240851
173,0.12,0.68,114078.28918221197
174,0.12,0.7,114939.33870035362
175,0.12,0.72,115822.45758645915
176,0.12,0.74,116727.40828770236
177,0.12,0.76,117654.63604385636
178,0.12,0.78,118604.22538557435
179,0.12,0.8,119576.1396864952
180,0.13,0.2,99837.29650029985
181,0.13,0.22,100248.29066120498
182,0.13,0.24,100680.93608795459
183,0.13,0.26,101131.72982546521
184,0.13,0.28,101599.75385145866
185,0.13,0.3,102086.12522970523
186,0.13,0.32,102588.85093296875
187,0.13,0.34,103107.40333107287
188,0.13,0.37,103917.2522555162
189,0.13,0.39,104477.73439243264
190,0.13,0.41,105056.09990444942
191,0.13,0.43,105651.64268158699
192,0.13,0.45,106265.07287617047
193,0.13,0.47,106896.67332770687
194,0.13,0.49,107546.6037635419
195,0.13,0.51,108215.9435073623
196,0.13,0.53,108904.36821706047
197,0.13,0.55,109612.63336435703
198,0.13,0.57,110340.4929371633
199,0.13,0.59,111088.86478280273
200,0.13,0.61,111857.96743498227
201,0.13,0.63,112647.98906219871
202,0.13,0.66,113873.05384902442
203,0.13,0.68,114716.11596083209
204,0.13,0.7,115580.97333751626
205,0.13,0.72,116467.77374176834
206,0.13,0.74,117376.36571481104
207,0.13,0.76,118307.1304634635
208,0.13,0.78,119260.06251763194
209,0.13,0.8,120235.37366854693
210,0.14,0.2,100407.09200231249
211,0.14,0.22,100815.39438823868
212,0.14,0.24,101246.80863750832
213,0.14,0.26,101697.54595604882
214,0.14,0.28,102166.57691300008
215,0.14,0.3,102654.49854556668
216,0.14,0.32,103159.41336525383
217,0.14,0.34,103680.87995454244
218,0.14,0.37,104495.5784272128
219,0.14,0.39,105059.66845019396
220,0.14,0.41,105641.72651223799
221,0.14,0.43,106241.41230643408
222,0.14,0.45,106859.04525567761
223,0.14,0.47,107494.98451035008
224,0.14,0.49,108149.19531808268
225,0.14,0.51,108823.00444080861
226,0.14,0.53,109515.89045440644
227,0.14,0.55,110228.57835734203
228,0.14,0.57,110960.87545608977
229,0.14,0.59,111713.71240742551
230,0.14,0.61,112487.1617091378
231,0.14,0.63,113281.45236677243
232,0.14,0.66,114512.80047059637
233,0.14,0.68,115359.97862349101
234,0.14,0.7,116228.93891876674
235,0.14,0.72,117119.5622303358
236,0.14,0.74,118031.99547428098
237,0.14,0.76,118966.57009291936
238,0.14,0.78,119923.22264964019
239,0.14,0.8,120902.050660304
240,0.15,0.2,100984.04026192552
241,0.15,0.22,101389.08445016258
242,0.15,0.24,101818.80547716269
243,0.15,0.26,102269.19184289206
244,0.15,0.28,102738.76673018327
245,0.15,0.3,103228.1995778616
246,0.15,0.32,103735.40584761914
247,0.15,0.34,104259.38892774476
248,0.15,0.37,105078.80646280939
249,0.15,0.39,105646.45291225513
250,0.15,0.41,106232.26408601215
251,0.15,0.43,106835.84220567203
252,0.15,0.45,107457.75774384949
253,0.15,0.47,108098.02945592598
254,0.15,0.49,108756.63091192128
255,0.15,0.51,109434.95441642447
256,0.15,0.53,110132.3756349298
257,0.15,0.55,110849.58904356822
258,0.15,0.57,111586.60060541476
259,0.15,0.59,112343.8563519083
260,0.15,0.61,113121.9640494935
261,0.15,0.63,113920.61522520847
262,0.15,0.66,115158.5273403117
263,0.15,0.68,116010.15613145591
264,0.15,0.7,116883.38951039345
265,0.15,0.72,117778.18922383968
266,0.15,0.74,118694.7396444081
267,0.15,0.76,119633.3322967134
268,0.15,0.78,120593.86856297287
269,0.15,0.8,121576.45383131767
270,0.15,0.2,100984.04026192552
271,0.15,0.22,101389.08445016258
272,0.15,0.24,101818.80547716269
273,0.15,0.26,102269.19184289206
274,0.15,0.28,102738.76673018327
275,0.15,0.3,103228.1995778616
276,0.15,0.32,103735.40584761914
277,0.15,0.34,104259.38892774476
278,0.15,0.37,105078.80646280939
279,0.15,0.39,105646.45291225513
280,0.15,0.41,106232.26408601215
281,0.15,0.43,106835.84220567203
282,0.15,0.45,107457.75774384949
283,0.15,0.47,108098.02945592598
284,0.15,0.49,108756.63091192128
285,0.15,0.51,109434.95441642447
286,0.15,0.53,110132.3756349298
287,0.15,0.55,110849.58904356822
288,0.15,0.57,111586.60060541476
289,0.15,0.59,112343.8563519083
290,0.15,0.61,113121.9640494935
291,0.15,0.63,113920.61522520847
292,0.15,0.66,115158.5273403117
293,0.15,0.68,116010.15613145591
294,0.15,0.7,116883.38951039345
295,0.15,0.72,117778.18922383968
296,0.15,0.74,118694.7396444081
297,0.15,0.76,119633.3322967134
298,0.15,0.78,120593.86856297287
299,0.15,0.8,121576.45383131767
300,0.16,0.2,101567.83814787479
301,0.16,0.22,101969.2644890184
302,0.16,0.24,102396.8991671145
303,0.16,0.26,102846.50201246854
304,0.16,0.28,103316.7238977799
305,0.16,0.3,103807.30889511485
306,0.16,0.32,104316.26392763491
307,0.16,0.34,104842.73358839397
308,0.16,0.37,105666.72528222528
309,0.16,0.39,106237.93776386285
310,0.16,0.41,106827.57007404184
311,0.16,0.43,107435.13108126473
312,0.16,0.45,108061.32306992488
313,0.16,0.47,108705.94301472376
314,0.16,0.49,109369.11455465425
315,0.16,0.51,110051.93873493095
316,0.16,0.53,110753.97226195989
317,0.16,0.55,111476.05354021562
318,0.16,0.57,112217.62227277744
319,0.16,0.59,112979.71943566637
320,0.16,0.61,113762.48223679033
321,0.16,0.63,114565.95969826706
322,0.16,0.66,115810.63931289928
323,0.16,0.68,116666.85674718779
324,0.16,0.7,117544.50910506526
325,0.16,0.72,118443.8336133575
326,0.16,0.74,119364.76483832132
327,0.16,0.76,120307.65712566806
328,0.16,0.78,121272.2658301725
329,0.16,0.8,122258.86290594535
330,0.17,0.2,102158.45007566776
331,0.17,0.22,102555.79588120828
332,0.17,0.24,102980.98387713468
333,0.17,0.26,103429.83074253076
334,0.17,0.28,103900.09528001338
335,0.17,0.3,104391.48207968865
336,0.17,0.32,104902.45476255367
337,0.17,0.34,105431.3780330404
338,0.17,0.37,106259.76940388684
339,0.17,0.39,106834.40873255572
340,0.17,0.41,107427.77384380794
341,0.17,0.43,108039.40334532569
342,0.17,0.45,108669.87326565741
343,0.17,0.47,109318.89658910646
344,0.17,0.49,109986.7984760436
345,0.17,0.51,110674.09059325205
346,0.17,0.53,111381.11980879588
347,0.17,0.55,112107.87942998046
348,0.17,0.57,112854.49333401614
349,0.17,0.59,113621.34455328001
350,0.17,0.61,114409.07623537221
351,0.17,0.63,115217.46556184748
352,0.17,0.66,116469.28749557569
353,0.17,0.68,117330.38276292934
354,0.17,0.7,118212.82378647236
355,0.17,0.72,119116.76470527916
356,0.17,0.74,120042.32990758393
357,0.17,0.76,120989.77581142217
358,0.17,0.78,121958.89687140856
359,0.17,0.8,122949.9806780754
360,0.18,0.2,102755.54081318951
361,0.18,0.22,103148.60296497172
362,0.18,0.24,103571.13027645904
363,0.18,0.26,104018.79451988343
364,0.18,0.28,104488.83157334589
365,0.18,0.3,104981.34697874563
366,0.18,0.32,105493.7584847755
367,0.18,0.34,106024.94936476486
368,0.18,0.37,106857.89653764835
369,0.18,0.39,107435.90617890183
370,0.18,0.41,108032.979098341
371,0.18,0.43,108648.73450709367
372,0.18,0.45,109283.5567845009
373,0.18,0.47,109937.1050954046
374,0.18,0.49,110609.70558690632
375,0.18,0.51,111301.77998912086
376,0.18,0.53,112013.68388339179
377,0.18,0.55,112745.57646660927
378,0.18,0.57,113497.22675317392
379,0.18,0.59,114269.14272876538
380,0.18,0.61,115061.99395209695
381,0.18,0.63,115875.52657829835
382,0.18,0.66,117134.9814058093
383,0.18,0.68,118001.10693915572
384,0.18,0.7,118888.53234879019
385,0.18,0.72,119797.38544822416
386,0.18,0.74,120727.95661732859
387,0.18,0.76,121680.25336818302
388,0.18,0.78,122654.28332407284
389,0.18,0.8,123650.05228614442
390,0.19,0.2,103358.91245883888
391,0.19,0.22,103747.37673879217
392,0.19,0.24,104167.19585468022
393,0.19,0.26,104613.32669712222
394,0.19,0.28,105083.35621877771
395,0.19,0.3,105576.25351139973
396,0.19,0.32,106090.4031315259
397,0.19,0.34,106623.76063893083
398,0.19,0.37,107461.0841584689
399,0.19,0.39,108042.5321621668
400,0.19,0.41,108643.43676026214
401,0.19,0.43,109263.37230077038
402,0.19,0.45,109902.49637976107
403,0.19,0.47,110560.82012705103
404,0.19,0.49,111238.13646578533
405,0.19,0.51,111935.03009595809
406,0.19,0.53,112652.22890897546
407,0.19,0.55,113389.24042947256
408,0.19,0.57,114146.13871055642
409,0.19,0.59,114923.3544773162
410,0.19,0.61,115721.61407759212
411,0.19,0.63,116540.52838943557
412,0.19,0.66,117807.93884254959
413,0.19,0.68,118679.45607122863
414,0.19,0.7,119572.20744127787
415,0.19,0.72,120486.35381191417
416,0.19,0.74,121422.13835548316
417,0.19,0.76,122379.70121730371
418,0.19,0.78,123358.7012151298
419,0.19,0.8,124359.4169728898
420,0.2,0.2,103968.29171628696
421,0.2,0.22,104352.1971813827
422,0.2,0.24,104768.94476250572
423,0.2,0.26,105213.64980084213
424,0.2,0.28,105683.06962195804
425,0.2,0.3,106176.8411023032
426,0.2,0.32,106692.3484051643
427,0.2,0.34,107227.92587971887
428,0.2,0.37,108069.4638564442
429,0.2,0.39,108654.50700884445
430,0.2,0.41,109259.20004665604
431,0.2,0.43,109883.38374304924
432,0.2,0.45,110526.98475852616
433,0.2,0.47,111190.00008617196
434,0.2,0.49,111872.3502875977
435,0.2,0.51,112574.33471359656
436,0.2,0.53,113296.80761447838
437,0.2,0.55,114039.17327989968
438,0.2,0.57,114801.5572230406
439,0.2,0.59,115584.31202348965
440,0.2,0.61,116388.21358760052
441,0.2,0.63,117212.71226064482
442,0.2,0.66,118488.56676117126
443,0.2,0.68,119365.82087414362
444,0.2,0.7,120264.19976466286
445,0.2,0.72,121183.85316462956
446,0.2,0.74,122125.35532308296
447,0.2,0.76,123088.25959686148
448,0.2,0.78,124072.75778001575
449,0.2,0.8,125078.85986934722
450,0.2,0.2,103968.29171628696
451,0.2,0.22,104352.1971813827
452,0.2,0.24,104768.94476250572
453,0.2,0.26,105213.64980084213
454,0.2,0.28,105683.06962195804
455,0.2,0.3,106176.8411023032
456,0.2,0.32,106692.3484051643
457,0.2,0.34,107227.92587971887
458,0.2,0.37,108069.4638564442
459,0.2,0.39,108654.50700884445
460,0.2,0.41,109259.20004665604
461,0.2,0.43,109883.38374304924
462,0.2,0.45,110526.98475852616
463,0.2,0.47,111190.00008617196
464,0.2,0.49,111872.3502875977
465,0.2,0.51,112574.33471359656
466,0.2,0.53,113296.80761447838
467,0.2,0.55,114039.17327989968
468,0.2,0.57,114801.5572230406
469,0.2,0.59,115584.31202348965
470,0.2,0.61,116388.21358760052
471,0.2,0.63,117212.71226064482
472,0.2,0.66,118488.56676117126
473,0.2,0.68,119365.82087414362
474,0.2,0.7,120264.19976466286
475,0.2,0.72,121183.85316462956
476,0.2,0.74,122125.35532308296
477,0.2,0.76,123088.25959686148
478,0.2,0.78,124072.75778001575
479,0.2,0.8,125078.85986934722
480,0.21,0.2,104583.27410751862
481,0.21,0.22,104962.7106716605
482,0.21,0.24,105376.29697704317
483,0.21,0.26,105819.37228726961
484,0.21,0.28,106288.53987781011
485,0.21,0.3,106782.64942090833
486,0.21,0.32,107299.5028505671
487,0.21,0.34,107837.3258278063
488,0.21,0.37,108683.35071662102
489,0.21,0.39,109271.94028054038
490,0.21,0.41,109880.36074187215
491,0.21,0.43,110508.86297698318
492,0.21,0.45,111157.22411572431
493,0.21,0.47,111825.13565603798
494,0.21,0.49,112512.555669104
495,0.21,0.51,113219.77458547932
496,0.21,0.53,113947.74564583215
497,0.21,0.55,114695.70226113686
498,0.21,0.57,115463.79824527931
499,0.21,0.59,116252.34110551175
500,0.21,0.61,117062.1101699557
501,0.21,0.63,117892.62533411145
502,0.21,0.66,119177.34074972295
503,0.21,0.68,120060.5831551209
504,0.21,0.7,120964.92823612601
505,0.21,0.72,121890.60517265853
506,0.21,0.74,122837.88638354768
507,0.21,0.76,123806.77468942791
508,0.21,0.78,124796.98180339637
509,0.21,0.8,125809.1515349405
510,0.22,0.2,105203.72402152028
511,0.22,0.22,105578.70754826955
512,0.22,0.24,105989.27560806944
513,0.22,0.26,106430.69677380759
514,0.22,0.28,106899.26046058229
515,0.22,0.3,107393.79551960687
516,0.22,0.32,107912.22679255392
517,0.22,0.34,108452.25086016285
518,0.22,0.37,109302.64278366884
519,0.22,0.39,109894.86086121027
520,0.22,0.41,110507.25751429058
521,0.22,0.43,111140.22743028794
522,0.22,0.45,111793.31845546432
523,0.22,0.47,112466.30586298768
524,0.22,0.49,113159.02625986258
525,0.22,0.51,113871.69989250918
526,0.22,0.53,114605.36918525356
527,0.22,0.55,115359.14434424104
528,0.22,0.57,116133.25178531166
529,0.22,0.59,116927.96644862404
530,0.22,0.61,117743.86171905477
531,0.22,0.63,118580.62336835754
532,0.22,0.66,119874.7394307212
533,0.22,0.68,120764.34293162441
534,0.22,0.7,121675.00188094942
535,0.22,0.72,122606.92588287679
536,0.22,0.74,123560.1213385518
537,0.22,0.76,124515.27810909292
538,0.22,0.78,125464.89793119312
539,0.22,0.8,126413.09661263558
540,0.23,0.2,105829.3482293446
541,0.23,0.22,106199.9772722669
542,0.23,0.24,106607.49129735664
543,0.23,0.26,107047.27019143484
544,0.23,0.28,107515.38526526678
545,0.23,0.3,108010.47448533567
546,0.23,0.32,108530.34289479972
547,0.23,0.34,109072.5352765097
548,0.23,0.37,109927.42201036471
549,0.23,0.39,110523.4010786982
550,0.23,0.41,111139.965994907
551,0.23,0.43,111777.50226188664
552,0.23,0.45,112435.5271806255
553,0.23,0.47,113113.77754881425
554,0.23,0.49,113812.04881165974
555,0.23,0.51,114530.48849720303
556,0.23,0.53,115269.99073406421
557,0.23,0.55,116030.01357615998
558,0.23,0.57,116810.38814464676
559,0.23,0.59,117611.52119703036
560,0.23,0.61,118433.92585596377
561,0.23,0.63,119277.27791965297
562,0.23,0.66,120581.4390127509
563,0.23,0.68,121475.80528097345
564,0.23,0.7,122367.5449520895
565,0.23,0.72,123254.10936087713
566,0.23,0.74,124143.65170928776
567,0.23,0.76,125045.40311107233
568,0.23,0.78,125970.56936871847
569,0.23,0.8,126929.80590534132
570,0.24,0.2,106459.88136620542
571,0.24,0.22,106826.41188285628
572,0.24,0.24,107231.02159459179
573,0.24,0.26,107669.23751527097
574,0.24,0.28,108136.93383437583
575,0.24,0.3,108632.53508267888
576,0.24,0.32,109153.86678658474
577,0.24,0.34,109698.39151283645
578,0.24,0.37,110558.10491306358
579,0.24,0.39,111157.98254607
580,0.24,0.41,111778.81231425004
581,0.24,0.43,112421.10183826044
582,0.24,0.45,113084.17809883073
583,0.24,0.47,113767.92902134436
584,0.24,0.49,114472.01818718982
585,0.24,0.51,115196.4699818073
586,0.24,0.53,115942.22321466828
587,0.24,0.55,116708.58550461518
588,0.24,0.57,117495.6538755138
589,0.24,0.59,118303.57385734892
590,0.24,0.61,119132.83303502033
591,0.24,0.63,119967.06873342246
592,0.24,0.66,121207.22212830439
593,0.24,0.68,122043.27601460002
594,0.24,0.7,122899.98973662585
595,0.24,0.72,123786.95070143716
596,0.24,0.74,124709.49270922857
597,0.24,0.76,125666.0197244444
598,0.24,0.78,126652.0314391687
599,0.24,0.8,127663.99919038043
600,0.25,0.2,107094.87197231875
601,0.25,0.22,107457.68408919187
602,0.25,0.24,107859.6372996844
603,0.25,0.26,108296.44923557263
604,0.25,0.28,108763.83832367697
605,0.25,0.3,109260.08788025951
606,0.25,0.32,109783.15228549717
607,0.25,0.34,110330.1291951359
608,0.25,0.37,111194.66526510983
609,0.25,0.39,111798.48228899117
610,0.25,0.41,112423.81996617225
611,0.25,0.43,113071.11653171852
612,0.25,0.45,113739.61471272491
613,0.25,0.47,114429.14671915874
614,0.25,0.49,115139.22772902217
615,0.25,0.51,115870.14977411697
616,0.25,0.53,116622.32291527439
617,0.25,0.55,117395.28448047067
618,0.25,0.57,118167.48434543397
619,0.25,0.59,118934.68707435169
620,0.25,0.61,119712.79770337751
621,0.25,0.63,120513.99702266882
622,0.25,0.66,121774.17865363095
623,0.25,0.68,122654.89689042214
624,0.25,0.7,123564.38865412261
625,0.25,0.72,124499.73018821815
626,0.25,0.74,125459.6179290276
627,0.25,0.76,126442.19475717515
628,0.25,0.78,127446.61782348056
629,0.25,0.8,128472.87577732858
630,0.25,0.2,107094.87197231875
631,0.25,0.22,107457.68408919187
632,0.25,0.24,107859.6372996844
633,0.25,0.26,108296.44923557263
634,0.25,0.28,108763.83832367697
635,0.25,0.3,109260.08788025951
636,0.25,0.32,109783.15228549717
637,0.25,0.34,110330.1291951359
638,0.25,0.37,111194.66526510983
639,0.25,0.39,111798.48228899117
640,0.25,0.41,112423.81996617225
641,0.25,0.43,113071.11653171852
642,0.25,0.45,113739.61471272491
643,0.25,0.47,114429.14671915874
644,0.25,0.49,115139.22772902217
645,0.25,0.51,115870.14977411697
646,0.25,0.53,116622.32291527439
647,0.25,0.55,117395.28448047067
648,0.25,0.57,118167.48434543397
649,0.25,0.59,118934.68707435169
650,0.25,0.61,119712.79770337751
651,0.25,0.63,120513.99702266882
652,0.25,0.66,121774.17865363095
653,0.25,0.68,122654.89689042214
654,0.25,0.7,123564.38865412261
655,0.25,0.72,124499.73018821815
656,0.25,0.74,125459.6179290276
657,0.25,0.76,126442.19475717515
658,0.25,0.78,127446.61782348056
659,0.25,0.8,128472.87577732858
660,0.26,0.2,107734.33977699727
661,0.26,0.22,108093.70475908816
662,0.26,0.24,108493.25972100852
663,0.26,0.26,108928.84670649114
664,0.26,0.28,109396.04096552251
665,0.26,0.3,109893.16096395612
666,0.26,0.32,110417.97745905716
667,0.26,0.34,110967.4606076466
668,0.26,0.37,111837.27998123452
669,0.26,0.39,112445.34407635873
670,0.26,0.41,113075.3655658086
671,0.26,0.43,113727.96727550995
672,0.26,0.45,114402.22882681857
673,0.26,0.47,115097.68595086964
674,0.26,0.49,115813.03013102105
675,0.26,0.51,116522.69761665138
676,0.26,0.53,117234.28136703996
677,0.26,0.55,117965.64049503193
678,0.26,0.57,118725.94850136599
679,0.26,0.59,119517.60457961331
680,0.26,0.61,120339.05601811293
681,0.26,0.63,121187.07097977365
682,0.26,0.66,122504.40818257321
683,0.26,0.68,123411.74126204915
684,0.26,0.7,124341.23929355566
685,0.26,0.72,125292.55082442662
686,0.26,0.74,126265.76140594143
687,0.26,0.76,127260.22606570332
688,0.26,0.78,128328.65370243939
689,0.26,0.8,129479.36253586838
690,0.27,0.2,108377.84806226208
691,0.27,0.22,108734.17640608535
692,0.27,0.24,109131.66042606319
693,0.27,0.26,109566.28031560809
694,0.27,0.28,110033.63482334491
695,0.27,0.3,110531.73091312086
696,0.27,0.32,111058.47361333249
697,0.27,0.34,111610.89641204897
698,0.27,0.37,112486.2670609788
699,0.27,0.39,113098.8568089404
700,0.27,0.41,113733.9725781769
701,0.27,0.43,114388.04182963652
702,0.27,0.45,115035.22178773826
703,0.27,0.47,115695.83179407372
704,0.27,0.49,116383.96513218468
705,0.27,0.51,117102.67898333642
706,0.27,0.53,117850.25960731093
707,0.27,0.55,118624.21538239384
708,0.27,0.57,119422.24819894393
709,0.27,0.59,120243.51769691752
710,0.27,0.61,121087.48667431256
711,0.27,0.63,121953.39404643435
712,0.27,0.66,123292.72000224836
713,0.27,0.68,124212.821773234
714,0.27,0.7,125166.80930746306
715,0.27,0.72,126210.05702421561
716,0.27,0.74,127314.828377509
717,0.27,0.76,128470.64753539153
718,0.27,0.78,129672.8274257404
719,0.27,0.8,130918.6780592269
720,0.28,0.2,109025.37426981091
721,0.28,0.22,109379.21502905527
722,0.28,0.24,109774.94121451682
723,0.28,0.26,110208.84591099659
724,0.28,0.28,110676.64729062482
725,0.28,0.3,111175.93626325198
726,0.28,0.32,111705.02081761575
727,0.28,0.34,112260.49911089554
728,0.28,0.37,113130.6452054232
729,0.28,0.39,113715.61033498733
730,0.28,0.41,114327.71622980064
731,0.28,0.43,114971.88368259257
732,0.28,0.45,115644.7728421636
733,0.28,0.47,116343.55506608379
734,0.28,0.49,117066.22347614681
735,0.28,0.51,117812.02245216424
736,0.28,0.53,118580.4407114808
737,0.28,0.55,119371.21520356226
738,0.28,0.57,120183.78197621887
739,0.28,0.59,121018.10286001727
740,0.28,0.61,121874.25567308637
741,0.28,0.63,122781.16818328698
742,0.28,0.66,124268.59580568415
743,0.28,0.68,125298.707633047
744,0.28,0.7,126365.38040725072
745,0.28,0.72,127481.871716244
746,0.28,0.74,128648.37037233294
747,0.28,0.76,129861.20003827885
748,0.28,0.78,131116.91412604298
749,0.28,0.8,132412.6704944606
750,0.29,0.2,109676.53536785541
751,0.29,0.22,110028.35638604686
752,0.29,0.24,110422.83507093658
753,0.29,0.26,110856.5879719707
754,0.29,0.28,111324.9624193106
755,0.29,0.3,111814.41354188582
756,0.29,0.32,112323.5753821062
757,0.29,0.34,112867.33253112102
758,0.29,0.37,113742.27969913837
759,0.29,0.39,114359.46289703116
760,0.29,0.41,115001.20799035845
761,0.29,0.43,115666.61813436181
762,0.29,0.45,116348.07561616883
763,0.29,0.47,117045.92102122161
764,0.29,0.49,117768.05073334217
765,0.29,0.51,118516.20149005631
766,0.29,0.53,119292.61154450322
767,0.29,0.55,120139.18507572648
768,0.29,0.57,121040.53437463297
769,0.29,0.59,121988.24093165215
770,0.29,0.61,122978.74073488485
771,0.29,0.63,124009.4157656572
772,0.29,0.66,125626.35970234792
773,0.29,0.68,126748.97491562234
774,0.29,0.7,127906.20385932302
775,0.29,0.72,129098.90065697976
776,0.29,0.74,130328.15388207813
