,R,L,cost
103,0.1,0.47,124253.55159626341
104,0.1,0.49,125136.93156868943
105,0.1,0.51,126036.62820144404
106,0.1,0.53,126950.97431064422
107,0.1,0.55,127880.11660330447
108,0.1,0.57,128825.83398543924
109,0.1,0.59,129786.82616525968
110,0.1,0.61,130763.82142578681
111,0.1,0.63,131756.13130908494
112,0.1,0.66,133275.1514363477
113,0.1,0.68,134308.96548721328
114,0.1,0.7,135359.03552399532
115,0.1,0.72,136425.80707396596
116,0.1,0.74,137509.54059102203
117,0.1,0.76,138610.0469568563
118,0.1,0.78,139728.334617317
119,0.1,0.8,140863.78514053157
120,0.11,0.2,114081.52930351687
121,0.11,0.22,114778.48302558801
122,0.11,0.24,115487.67645907294
123,0.11,0.26,116213.13163715394
124,0.11,0.28,116950.56880316355
125,0.11,0.3,117702.12158134604
126,0.11,0.32,118467.32823880774
127,0.11,0.34,119246.83025628662
128,0.11,0.37,120443.16044685323
129,0.11,0.39,121257.37263744463
130,0.11,0.41,122087.25827144634
131,0.11,0.43,122931.13999077475
132,0.11,0.45,123790.18223273443
133,0.11,0.47,124664.05039316566
134,0.11,0.49,125552.2381054757
135,0.11,0.51,126456.2008133892
136,0.11,0.53,127375.52937944629
137,0.11,0.55,128309.80847665734
138,0.11,0.57,129259.5528459729
139,0.11,0.59,130225.95189767744
140,0.11,0.61,131207.54144888607
141,0.11,0.63,132205.46293833895
142,0.11,0.66,133731.67570614774
143,0.11,0.68,134769.97294999182
144,0.11,0.7,135825.22816310273
145,0.11,0.72,136897.16320145066
146,0.11,0.74,137985.65957591365
147,0.11,0.76,139091.71529332784
148,0.11,0.78,140214.62969361074
149,0.11,0.8,141355.12950696598
150,0.12,0.2,114441.16734438064
151,0.12,0.22,115141.39626554679
152,0.12,0.24,115854.23501920552
153,0.12,0.26,116583.9443664136
154,0.12,0.28,117324.79946453118
155,0.12,0.3,118080.63819129606
156,0.12,0.32,118849.8725956563
157,0.12,0.34,119633.5143908578
158,0.12,0.37,120836.03409519451
159,0.12,0.39,121654.71440836706
160,0.12,0.41,122488.9819565891
161,0.12,0.43,123337.46082442593
162,0.12,0.45,124200.51250741273
163,0.12,0.47,125079.57864029378
164,0.12,0.49,125972.5572407251
165,0.12,0.51,126881.11202605286
166,0.12,0.53,127805.5972437128
167,0.12,0.55,128745.12244723557
168,0.12,0.57,129700.09665201648
169,0.12,0.59,130670.82414625422
170,0.12,0.61,131658.23742364676
171,0.12,0.63,132661.0761101862
172,0.12,0.66,134195.74662453777
173,0.12,0.68,135239.3815295814
174,0.12,0.7,136299.72697433014
175,0.12,0.72,137376.61381308825
176,0.12,0.74,138470.5724605076
177,0.12,0.76,139581.60941334546
178,0.12,0.78,140710.1502527082
179,0.12,0.8,141855.77777452287
180,0.13,0.2,114802.9646882051
181,0.13,0.22,115506.85432661157
182,0.13,0.24,116224.31838850935
183,0.13,0.26,116957.39072345101
184,0.13,0.28,117702.22316041036
185,0.13,0.3,118462.78070528212
186,0.13,0.32,119235.5274616488
187,0.13,0.34,120023.91634039792
188,0.13,0.37,121232.86917434918
189,0.13,0.39,122056.45061229334
190,0.13,0.41,122894.74720853737
191,0.13,0.43,123748.24380964151
192,0.13,0.45,124616.00990492964
193,0.13,0.47,125499.769572244
194,0.13,0.49,126398.42136694229
195,0.13,0.51,127311.71116314415
196,0.13,0.53,128241.27213231947
197,0.13,0.55,129186.37730126543
198,0.13,0.57,130146.69270339189
199,0.13,0.59,131122.88240965593
200,0.13,0.61,132115.14448744123
201,0.13,0.63,133123.95020518923
202,0.13,0.66,134667.12673739082
203,0.13,0.68,135716.60597527568
204,0.13,0.7,136782.40899271696
205,0.13,0.72,137865.14597609607
206,0.13,0.74,138964.67388962125
207,0.13,0.76,140081.57584786692
208,0.13,0.78,141215.3055342921
209,0.13,0.8,142366.39644882266
210,0.14,0.2,115167.27273333266
211,0.14,0.22,115874.89030818902
212,0.14,0.24,116596.8011338436
213,0.14,0.26,117334.01652121179
214,0.14,0.28,118082.92114709895
215,0.14,0.3,118847.78627029045
216,0.14,0.32,119625.06653963588
217,0.14,0.34,120418.02713138434
218,0.14,0.37,121633.76268716356
219,0.14,0.39,122462.23239856445
220,0.14,0.41,123305.14975201823
221,0.14,0.43,124163.75624118207
222,0.14,0.45,125036.77588321202
223,0.14,0.47,125925.37390975888
224,0.14,0.49,126829.43650724956
225,0.14,0.51,127748.32126725987
226,0.14,0.53,128682.83784661307
227,0.14,0.55,129633.56582300496
228,0.14,0.57,130599.8061394768
229,0.14,0.59,131581.6794206955
230,0.14,0.61,132579.72455234415
231,0.14,0.63,133593.68631066312
232,0.14,0.66,135146.3249235643
233,0.14,0.68,136201.67083012103
234,0.14,0.7,137273.67743754902
235,0.14,0.72,138362.26622775992
236,0.14,0.74,139468.02390963826
237,0.14,0.76,140590.49872932228
238,0.14,0.78,141730.19395851
239,0.14,0.8,142887.02307377744
240,0.15,0.2,115533.64012688286
241,0.15,0.22,116245.51905692613
242,0.15,0.24,116972.21927531787
243,0.15,0.26,117713.64164704348
244,0.15,0.28,118466.94751355494
245,0.15,0.3,119236.68727464633
246,0.15,0.32,120018.13327681244
247,0.15,0.34,120815.95619586873
248,0.15,0.37,122038.70034559983
249,0.15,0.39,122872.77779877972
250,0.15,0.41,123720.22656307842
251,0.15,0.43,124584.17015674053
252,0.15,0.45,125462.80402223166
253,0.15,0.47,126356.09959047973
254,0.15,0.49,127266.01330548133
255,0.15,0.51,128190.77682298282
256,0.15,0.53,129130.81936713828
257,0.15,0.55,130087.10073464151
258,0.15,0.57,131059.44031776553
259,0.15,0.59,132047.6930101968
260,0.15,0.61,133051.67401846428
261,0.15,0.63,134072.09979168206
262,0.15,0.66,135633.2941615133
263,0.15,0.68,136695.18709206424
264,0.15,0.7,137773.4406387434
265,0.15,0.72,138868.73793563034
266,0.15,0.74,139980.5227584672
267,0.15,0.76,141109.456887522
268,0.15,0.78,142255.16671101277
269,0.15,0.8,143418.41302806424
270,0.15,0.2,115533.64012688286
271,0.15,0.22,116245.51905692613
272,0.15,0.24,116972.21927531787
273,0.15,0.26,117713.64164704348
274,0.15,0.28,118466.94751355494
275,0.15,0.3,119236.68727464633
276,0.15,0.32,120018.13327681244
277,0.15,0.34,120815.95619586873
278,0.15,0.37,122038.70034559983
279,0.15,0.39,122872.77779877972
280,0.15,0.41,123720.22656307842
281,0.15,0.43,124584.17015674053
282,0.15,0.45,125462.80402223166
283,0.15,0.47,126356.09959047973
284,0.15,0.49,127266.01330548133
285,0.15,0.51,128190.77682298282
286,0.15,0.53,129130.81936713828
287,0.15,0.55,130087.10073464151
288,0.15,0.57,131059.44031776553
289,0.15,0.59,132047.6930101968
290,0.15,0.61,133051.67401846428
291,0.15,0.63,134072.09979168206
292,0.15,0.66,135633.2941615133
293,0.15,0.68,136695.18709206424
294,0.15,0.7,137773.4406387434
295,0.15,0.72,138868.73793563034
296,0.15,0.74,139980.5227584672
297,0.15,0.76,141109.456887522
298,0.15,0.78,142255.16671101277
299,0.15,0.8,143418.41302806424
300,0.16,0.2,115902.29394089081
301,0.16,0.22,116618.6962436108
302,0.16,0.24,117350.26618608634
303,0.16,0.26,118096.06519348966
304,0.16,0.28,118854.82670666382
305,0.16,0.3,119628.67102672819
306,0.16,0.32,120415.37022251076
307,0.16,0.34,121218.08871595845
308,0.16,0.37,122448.10036106635
309,0.16,0.39,123287.46829231356
310,0.16,0.41,124140.74716968155
311,0.16,0.43,125009.66982111847
312,0.16,0.45,125893.70493342791
313,0.16,0.47,126792.97772335372
314,0.16,0.49,127708.24921585953
315,0.16,0.51,128639.16146289564
316,0.16,0.53,129585.3726019913
317,0.16,0.55,130547.31330321394
318,0.16,0.57,131526.02929499076
319,0.16,0.59,132520.55821740458
320,0.16,0.61,133531.4157283492
321,0.16,0.63,134558.2648207941
322,0.16,0.66,136129.9292093109
323,0.16,0.68,137198.05668137546
324,0.16,0.7,138283.28831703184
325,0.16,0.72,139384.96564323947
326,0.16,0.74,140503.7789539167
327,0.16,0.76,141639.26111976395
328,0.16,0.78,142791.98252515373
329,0.16,0.8,143961.92071982133
330,0.17,0.2,116272.8249969082
331,0.17,0.22,116993.99582389207
332,0.17,0.24,117731.33902414296
333,0.17,0.26,118481.84162062666
334,0.17,0.28,119245.59334811747
335,0.17,0.3,120024.3524792393
336,0.17,0.32,120816.63312349522
337,0.17,0.34,121623.90320722434
338,0.17,0.37,122861.99978300149
339,0.17,0.39,123707.02417554392
340,0.17,0.41,124566.00516002886
341,0.17,0.43,125440.26015708763
342,0.17,0.45,126330.52551930521
343,0.17,0.47,127235.51228746168
344,0.17,0.49,128156.44828562462
345,0.17,0.51,129093.71504206257
346,0.17,0.53,130046.58517230397
347,0.17,0.55,131015.18360630135
348,0.17,0.57,131999.6410095287
349,0.17,0.59,133001.17353601317
350,0.17,0.61,134018.70989132594
351,0.17,0.63,135053.03162534392
352,0.17,0.66,136634.9893275193
353,0.17,0.68,137710.68883996518
354,0.17,0.7,138802.8571819205
355,0.17,0.72,139912.01844139418
356,0.17,0.74,141037.65071329844
357,0.17,0.76,142180.45877051377
358,0.17,0.78,143340.21581597178
359,0.17,0.8,144516.8998786021
360,0.18,0.2,116645.52359361282
361,0.18,0.22,117372.07991908898
362,0.18,0.24,118114.83725139935
363,0.18,0.26,118870.33438108377
364,0.18,0.28,119640.01586011695
365,0.18,0.3,120423.70790545788
366,0.18,0.32,121221.62949599889
367,0.18,0.34,122034.19736580989
368,0.18,0.37,123281.17112891028
369,0.18,0.39,124131.19190603399
370,0.18,0.41,124996.40115044975
371,0.18,0.43,125876.0701399355
372,0.18,0.45,126772.58397163538
373,0.18,0.47,127684.27945567704
374,0.18,0.49,128611.20152524066
375,0.18,0.51,129554.9439160803
376,0.18,0.53,130514.57715896155
377,0.18,0.55,131490.05519942832
378,0.18,0.57,132481.70448763756
379,0.18,0.59,133489.57047327337
380,0.18,0.61,134514.7305113647
381,0.18,0.63,135556.16480537585
382,0.18,0.66,137149.61537686436
383,0.18,0.68,138232.74875734624
384,0.18,0.7,139332.8073314183
385,0.18,0.72,140449.20959092354
386,0.18,0.74,141582.80832757195
387,0.18,0.76,142733.0278702377
388,0.18,0.78,143900.32497727635
389,0.18,0.8,145084.6323724037
390,0.19,0.2,117020.03533632845
391,0.19,0.22,117752.5201936062
392,0.19,0.24,118501.43955819719
393,0.19,0.26,119262.37587930333
394,0.19,0.28,120037.71426774062
395,0.19,0.3,120826.8724595448
396,0.19,0.32,121630.76538777843
397,0.19,0.34,122448.44035204109
398,0.19,0.37,123704.72828497898
399,0.19,0.39,124560.69083895287
400,0.19,0.41,125432.1129235924
401,0.19,0.43,126318.32995199012
402,0.19,0.45,127220.96348027539
403,0.19,0.47,128139.13195037974
404,0.19,0.49,129073.04805883656
405,0.19,0.51,130022.88485581109
406,0.19,0.53,130989.72684820481
407,0.19,0.55,131972.638038884
408,0.19,0.57,132971.69661130095
409,0.19,0.59,133987.39255970405
410,0.19,0.61,135019.57556422404
411,0.19,0.63,136068.72036564918
412,0.19,0.66,137673.83777669928
413,0.19,0.68,138765.28542747747
414,0.19,0.7,139872.96467471603
415,0.19,0.72,140997.9439894359
416,0.19,0.74,142139.3300322852
417,0.19,0.76,143298.22432309377
418,0.19,0.78,144473.94915637493
419,0.19,0.8,145655.7418454348
420,0.2,0.2,117395.92807540222
421,0.2,0.22,118135.43363418574
422,0.2,0.24,118890.68443464673
423,0.2,0.26,119657.34834344866
424,0.2,0.28,120439.23940230627
425,0.2,0.3,121233.7882433505
426,0.2,0.32,122043.89007878701
427,0.2,0.34,122867.53477220531
428,0.2,0.37,124133.48183780008
429,0.2,0.39,124995.00363709804
430,0.2,0.41,125873.36340886053
431,0.2,0.43,126766.46155343064
432,0.2,0.45,127675.13637375952
433,0.2,0.47,128600.74781249427
434,0.2,0.49,129541.6822837102
435,0.2,0.51,130498.73504813651
436,0.2,0.53,131472.5549206581
437,0.2,0.55,132463.0781306653
438,0.2,0.57,133470.09515943358
439,0.2,0.59,134493.79922986656
440,0.2,0.61,135534.25367925668
441,0.2,0.63,136591.41823700073
442,0.2,0.66,138209.39690251864
443,0.2,0.68,139308.76947828702
444,0.2,0.7,140425.58037698717
445,0.2,0.72,141554.73200863728
446,0.2,0.74,142668.7983923285
447,0.2,0.76,143763.7982756135
448,0.2,0.78,144844.026507458
449,0.2,0.8,145913.8554531545
450,0.2,0.2,117395.92807540222
451,0.2,0.22,118135.43363418574
452,0.2,0.24,118890.68443464673
453,0.2,0.26,119657.34834344866
454,0.2,0.28,120439.23940230627
455,0.2,0.3,121233.7882433505
456,0.2,0.32,122043.89007878701
457,0.2,0.34,122867.53477220531
458,0.2,0.37,124133.48183780008
459,0.2,0.39,124995.00363709804
460,0.2,0.41,125873.36340886053
461,0.2,0.43,126766.46155343064
462,0.2,0.45,127675.13637375952
463,0.2,0.47,128600.74781249427
464,0.2,0.49,129541.6822837102
465,0.2,0.51,130498.73504813651
466,0.2,0.53,131472.5549206581
467,0.2,0.55,132463.0781306653
468,0.2,0.57,133470.09515943358
469,0.2,0.59,134493.79922986656
470,0.2,0.61,135534.25367925668
471,0.2,0.63,136591.41823700073
472,0.2,0.66,138209.39690251864
473,0.2,0.68,139308.76947828702
474,0.2,0.7,140425.58037698717
475,0.2,0.72,141554.73200863728
476,0.2,0.74,142668.7983923285
477,0.2,0.76,143763.7982756135
478,0.2,0.78,144844.026507458
479,0.2,0.8,145913.8554531545
480,0.21,0.2,117773.93902015827
481,0.21,0.22,118520.89259281859
482,0.21,0.24,119282.82511849815
483,0.21,0.26,120055.75439936368
484,0.21,0.28,120844.10128890118
485,0.21,0.3,121644.74652202624
486,0.21,0.32,122461.57051377994
487,0.21,0.34,123291.19564583921
488,0.21,0.37,124567.15982726887
489,0.21,0.39,125435.51836264876
490,0.21,0.41,126320.4606878736
491,0.21,0.43,127220.64478960577
492,0.21,0.45,128136.42165289764
493,0.21,0.47,129068.95956209548
494,0.21,0.49,130017.7063367368
495,0.21,0.51,130982.56167759401
496,0.21,0.53,131963.71397081245
497,0.21,0.55,132962.08043268224
498,0.21,0.57,133977.3940394456
499,0.21,0.59,135009.66803691868
500,0.21,0.61,136058.61197208267
501,0.21,0.63,137124.6695208269
502,0.21,0.66,138732.1783573578
503,0.21,0.68,139775.87007727296
504,0.21,0.7,140801.26092645575
505,0.21,0.72,141815.35204120903
506,0.21,0.74,142822.7761614171
507,0.21,0.76,143827.62126614223
508,0.21,0.78,144833.2648837602
509,0.21,0.8,145842.94337223665
510,0.22,0.2,118153.06255314552
511,0.22,0.22,118909.16024640322
512,0.22,0.24,119678.0648620976
513,0.22,0.26,120457.39902223705
514,0.22,0.28,121253.03426990457
515,0.22,0.3,122060.04035805775
516,0.22,0.32,122883.57535618637
517,0.22,0.34,123720.69979450684
518,0.22,0.37,125006.54173081413
519,0.22,0.39,125881.99020769425
520,0.22,0.41,126773.77629896224
521,0.22,0.43,127681.59141805886
522,0.22,0.45,128604.8477642777
523,0.22,0.47,129544.7186666697
524,0.22,0.49,130501.44230152358
525,0.22,0.51,131474.4752829806
526,0.22,0.53,132464.08155932438
527,0.22,0.55,133470.62385282954
528,0.22,0.57,134494.36068244933
529,0.22,0.59,135510.0413236583
530,0.22,0.61,136496.53581447172
531,0.22,0.63,137464.4295427181
532,0.22,0.66,138900.91731229913
533,0.22,0.68,139856.8815989529
534,0.22,0.7,140817.83195782383
535,0.22,0.72,141788.02657963653
536,0.22,0.74,142772.67402191204
537,0.22,0.76,143777.60009562463
538,0.22,0.78,144809.62754992233
539,0.22,0.8,145876.2036181318
540,0.23,0.2,118534.06794420844
541,0.23,0.22,119299.52006952069
542,0.23,0.24,120076.15247050062
543,0.23,0.26,120863.57548919959
544,0.23,0.28,121665.7313218539
545,0.23,0.3,122480.2238592324
546,0.23,0.32,123310.73356017329
547,0.23,0.34,124154.88053708525
548,0.23,0.37,125451.51290237528
549,0.23,0.39,126334.82672073443
550,0.23,0.41,127233.59019851754
551,0.23,0.43,128149.35981970173
552,0.23,0.45,129080.88829804916
553,0.23,0.47,130028.37897474218
554,0.23,0.49,130993.45412218322
555,0.23,0.51,131971.84550392532
556,0.23,0.53,132921.7529908169
557,0.23,0.55,133844.52242918368
558,0.23,0.57,134755.17114049787
559,0.23,0.59,135664.01723329266
560,0.23,0.61,136578.48378127252
561,0.23,0.63,137504.90679755484
562,0.23,0.66,138929.0064375405
563,0.23,0.68,139909.5448220495
564,0.23,0.7,140920.33750104267
565,0.23,0.72,141965.21766435588
566,0.23,0.74,143043.60962615375
567,0.23,0.76,144153.51091636135
568,0.23,0.78,145291.51490923914
569,0.23,0.8,146453.8369948939
570,0.24,0.2,118916.58384569648
571,0.24,0.22,119692.34080881948
572,0.24,0.24,120477.41791235836
573,0.24,0.26,121273.06060721505
574,0.24,0.28,122082.78877579434
575,0.24,0.3,122905.28592798907
576,0.24,0.32,123742.61233663071
577,0.24,0.34,124595.03178528207
578,0.24,0.37,125902.84711901193
579,0.24,0.39,126794.07121060617
580,0.24,0.41,127700.588774939
581,0.24,0.43,128624.68147496958
582,0.24,0.45,129554.03352004994
583,0.24,0.47,130443.29470703608
584,0.24,0.49,131311.40838667325
585,0.24,0.51,132177.18873452084
586,0.24,0.53,133050.2820629434
587,0.24,0.55,133938.45893026504
588,0.24,0.57,134847.84909149766
589,0.24,0.59,135783.1626246786
590,0.24,0.61,136747.834781686
591,0.24,0.63,137742.9206391627
592,0.24,0.66,139291.84026949047
593,0.24,0.68,140358.2217683211
594,0.24,0.7,141449.87131306078
595,0.24,0.72,142563.67325752598
596,0.24,0.74,143698.4905110464
597,0.24,0.76,144852.81348913672
598,0.24,0.78,146025.72702774857
599,0.24,0.8,147216.7503075788
600,0.25,0.2,119301.2285211285
601,0.25,0.22,120087.69673327856
602,0.25,0.24,120881.6773407933
603,0.25,0.26,121686.64139659634
604,0.25,0.28,122504.31108411269
605,0.25,0.3,123335.05481977949
606,0.25,0.32,124180.28493866212
607,0.25,0.34,125040.86538633278
608,0.25,0.37,126360.41257321821
609,0.25,0.39,127243.30678975962
610,0.25,0.41,128080.77309562615
611,0.25,0.43,128906.37013434566
612,0.25,0.45,129739.01423878685
613,0.25,0.47,130587.7262310404
614,0.25,0.49,131459.5171971048
615,0.25,0.51,132358.32490553995
616,0.25,0.53,133286.01266000542
617,0.25,0.55,134241.72763070854
618,0.25,0.57,135224.20652023214
619,0.25,0.59,136231.7887552575
620,0.25,0.61,137262.71074953064
621,0.25,0.63,138315.68818577606
622,0.25,0.66,139933.4256580351
623,0.25,0.68,141036.80269209243
624,0.25,0.7,142158.66963758552
625,0.25,0.72,143299.09480919896
626,0.25,0.74,144456.97570692474
627,0.25,0.76,145669.64890959425
628,0.25,0.78,146963.11482644276
629,0.25,0.8,148309.51078021256
630,0.25,0.2,119301.2285211285
631,0.25,0.22,120087.69673327856
632,0.25,0.24,120881.6773407933
633,0.25,0.26,121686.64139659634
634,0.25,0.28,122504.31108411269
635,0.25,0.3,123335.05481977949
636,0.25,0.32,124180.28493866212
637,0.25,0.34,125040.86538633278
638,0.25,0.37,126360.41257321821
639,0.25,0.39,127243.30678975962
640,0.25,0.41,128080.77309562615
641,0.25,0.43,128906.37013434566
642,0.25,0.45,129739.01423878685
643,0.25,0.47,130587.7262310404
644,0.25,0.49,131459.5171971048
645,0.25,0.51,132358.32490553995
646,0.25,0.53,133286.01266000542
647,0.25,0.55,134241.72763070854
648,0.25,0.57,135224.20652023214
649,0.25,0.59,136231.7887552575
650,0.25,0.61,137262.71074953064
651,0.25,0.63,138315.68818577606
652,0.25,0.66,139933.4256580351
653,0.25,0.68,141036.80269209243
654,0.25,0.7,142158.66963758552
655,0.25,0.72,143299.09480919896
656,0.25,0.74,144456.97570692474
657,0.25,0.76,145669.64890959425
658,0.25,0.78,146963.11482644276
659,0.25,0.8,148309.51078021256
660,0.26,0.2,119688.119003212
661,0.26,0.22,120485.74214765281
662,0.26,0.24,121289.67795797272
663,0.26,0.26,122104.10179124225
664,0.26,0.28,122930.37314432804
665,0.26,0.3,123770.24726298424
666,0.26,0.32,124623.14684881661
667,0.26,0.34,125438.80420621332
668,0.26,0.37,126628.18140811664
669,0.26,0.39,127437.96212480204
670,0.26,0.41,128270.34342300294
671,0.26,0.43,129128.95787895017
672,0.26,0.45,130015.41069465855
673,0.26,0.47,130927.68241726748
674,0.26,0.49,131864.2130971212
675,0.26,0.51,132823.70727632538
676,0.26,0.53,133804.80916238553
677,0.26,0.55,134806.96783332824
678,0.26,0.57,135828.8081859161
679,0.26,0.59,136869.84234867047
680,0.26,0.61,137929.90988986747
681,0.26,0.63,139008.5666898515
682,0.26,0.66,140660.4175973163
683,0.26,0.68,141784.2093504821
684,0.26,0.7,142982.30825298105
685,0.26,0.72,144244.7591788097
686,0.26,0.74,145556.82490388973
687,0.26,0.76,146912.43915111411
688,0.26,0.78,148307.69532190406
689,0.26,0.8,149740.67491527693
690,0.27,0.2,120078.07441591965
691,0.27,0.22,120886.86320168372
692,0.27,0.24,121700.88147834262
693,0.27,0.26,122525.97290169915
694,0.27,0.28,123313.30086504447
695,0.27,0.3,124079.73594036739
696,0.27,0.32,124860.69602027036
697,0.27,0.34,125667.40934519903
698,0.27,0.37,126923.5339098759
699,0.27,0.39,127792.4592085915
700,0.27,0.41,128683.02414673653
701,0.27,0.43,129593.85668541375
702,0.27,0.45,130525.489237189
703,0.27,0.47,131476.5150562461
704,0.27,0.49,132446.25083233573
705,0.27,0.51,133434.2836021184
706,0.27,0.53,134440.63463057374
707,0.27,0.55,135465.09632011055
708,0.27,0.57,136507.78363473376
709,0.27,0.59,137568.5088986584
710,0.27,0.61,138647.06336429255
711,0.27,0.63,139790.35940733762
712,0.27,0.66,141594.88635315016
713,0.27,0.68,142831.55066920444
714,0.27,0.7,144071.81941662583
715,0.27,0.72,145342.7745476183
716,0.27,0.74,146646.60724582378
717,0.27,0.76,147984.92291044912
718,0.27,0.78,149359.382212944
719,0.27,0.8,150772.31537376353
720,0.28,0.2,120471.75839811125
721,0.28,0.22,121255.83493921785
722,0.28,0.24,122012.71640253018
723,0.28,0.26,122788.36761431363
724,0.28,0.28,123584.1139634132
725,0.28,0.3,124402.48307378597
726,0.28,0.32,125238.61000700606
727,0.28,0.34,126094.78094912154
728,0.28,0.37,127409.82324775055
729,0.28,0.39,128305.52194171326
730,0.28,0.41,129207.85860071982
731,0.28,0.43,130111.49628696089
732,0.28,0.45,131023.09615263045
733,0.28,0.47,131950.43278194376
734,0.28,0.49,132895.5865694232
735,0.28,0.51,133861.04439902096
736,0.28,0.53,134847.70168468085
737,0.28,0.55,135881.72935428802
738,0.28,0.57,136983.95799833545
739,0.28,0.59,138135.00277681058
740,0.28,0.61,139329.79703147474
741,0.28,0.63,140564.89180784815
742,0.28,0.66,142488.86398211383
743,0.28,0.68,143817.2817568677
744,0.28,0.7,145181.1731494235
745,0.28,0.72,146579.08201089324
746,0.28,0.74,148010.39269335262
747,0.28,0.76,149474.42816176775
748,0.28,0.78,150970.15077441718
749,0.28,0.8,152496.69331317226
750,0.29,0.2,120756.23797182673
751,0.29,0.22,121552.98375473336
752,0.29,0.24,122353.61348547852
753,0.29,0.26,123159.43114630925
754,0.29,0.28,123970.08129257656
755,0.29,0.3,124795.47082276746
756,0.29,0.32,125635.76866848281
757,0.29,0.34,126493.23615784654
758,0.29,0.37,127809.7751827552
759,0.29,0.39,128706.3124862602
760,0.29,0.41,129618.05569970416
761,0.29,0.43,130543.7500796121
762,0.29,0.45,131485.0393614118
763,0.29,0.47,132479.85676313832
764,0.29,0.49,133524.3489873757
765,0.29,0.51,134609.76862590073
766,0.29,0.53,135731.7405490992
767,0.29,0.55,136888.15206343197
768,0.29,0.57,138077.29228689117
769,0.29,0.59,139298.45921445295
770,0.29,0.61,140550.42632215345
771,0.29,0.63,141833.02871967384
772,0.29,0.66,143815.3655835834
773,0.29,0.68,145178.98931525988
774,0.29,0.7,146578.94705391178
775,0.29,0.72,148017.65903865636
776,0.29,0.74,149476.31139979686
