,R,L,cost
777,0.29,0.76,150944.47551482145
778,0.29,0.78,152417.3528213757
779,0.29,0.8,153890.78335276194
780,0.3,0.2,121092.26788568622
781,0.3,0.22,121900.78637674269
782,0.3,0.24,122717.04271169288
783,0.3,0.26,123544.7270612303
784,0.3,0.28,124373.88895052046
785,0.3,0.3,125209.94379814902
786,0.3,0.32,126063.85442118319
787,0.3,0.34,126923.32744963255
788,0.3,0.37,128129.35309110442
789,0.3,0.39,128891.67465210719
790,0.3,0.41,129684.52759312483
791,0.3,0.43,130509.1599975101
792,0.3,0.45,131364.8491271594
793,0.3,0.47,132252.5414740536
794,0.3,0.49,133172.53192034242
795,0.3,0.51,134125.5638651062
796,0.3,0.53,135111.39086039513
797,0.3,0.55,136130.43534104023
798,0.3,0.57,137183.11721994056
799,0.3,0.59,138269.60208146382
800,0.3,0.61,139389.90131995195
801,0.3,0.63,140543.90169037157
802,0.3,0.66,142351.35799146912
803,0.3,0.68,143616.3168973623
804,0.3,0.7,144924.43783054038
805,0.3,0.72,146273.56033362463
806,0.3,0.74,147662.1837046816
807,0.3,0.76,149089.04463516653
808,0.3,0.78,150552.45057779033
809,0.3,0.8,152049.02134112283
810,0.3,0.2,121092.26788568622
811,0.3,0.22,121900.78637674269
812,0.3,0.24,122717.04271169288
813,0.3,0.26,123544.7270612303
814,0.3,0.28,124373.88895052046
815,0.3,0.3,125209.94379814902
816,0.3,0.32,126063.85442118319
817,0.3,0.34,126923.32744963255
818,0.3,0.37,128129.35309110442
819,0.3,0.39,128891.67465210719
820,0.3,0.41,129684.52759312483
821,0.3,0.43,130509.1599975101
822,0.3,0.45,131364.8491271594
823,0.3,0.47,132252.5414740536
824,0.3,0.49,133172.53192034242
825,0.3,0.51,134125.5638651062
826,0.3,0.53,135111.39086039513
827,0.3,0.55,136130.43534104023
828,0.3,0.57,137183.11721994056
829,0.3,0.59,138269.60208146382
830,0.3,0.61,139389.90131995195
831,0.3,0.63,140543.90169037157
832,0.3,0.66,142351.35799146912
833,0.3,0.68,143616.3168973623
834,0.3,0.7,144924.43783054038
835,0.3,0.72,146273.56033362463
836,0.3,0.74,147662.1837046816
837,0.3,0.76,149089.04463516653
838,0.3,0.78,150552.45057779033
839,0.3,0.8,152049.02134112283
840,0.31,0.2,120789.67387297282
841,0.31,0.22,121407.90304089889
842,0.31,0.24,122037.3961661172
843,0.31,0.26,122683.12213233778
844,0.31,0.28,123342.58529929524
845,0.31,0.3,124020.10094745096
846,0.31,0.32,124717.05760791416
847,0.31,0.34,125434.50093454572
848,0.31,0.37,126570.61328678639
849,0.31,0.39,127368.43996629558
850,0.31,0.41,128198.43371068193
851,0.31,0.43,129060.9941967184
852,0.31,0.45,129956.32911147611
853,0.31,0.47,130884.78847069673
854,0.31,0.49,131847.41186716253
855,0.31,0.51,132844.8099216668
856,0.31,0.53,133877.99732129654
857,0.31,0.55,134947.02574133576
858,0.31,0.57,136052.55758552783
859,0.31,0.59,137194.94253438717
860,0.31,0.61,138374.82839523925
861,0.31,0.63,139598.9521016375
862,0.31,0.66,141513.68849913625
863,0.31,0.68,142840.97049033843
864,0.31,0.7,144206.68189364552
865,0.31,0.72,145608.14922964727
866,0.31,0.74,147038.9956083241
867,0.31,0.76,148455.83798407533
868,0.31,0.78,149750.28931643913
869,0.31,0.8,151062.2356519787
870,0.32,0.2,125118.06891562647
871,0.32,0.22,125663.06755465076
872,0.32,0.24,126220.19375140932
873,0.32,0.26,126822.36017935787
874,0.32,0.28,127449.79800256855
875,0.32,0.3,128101.45511690427
876,0.32,0.32,128776.91985942009
877,0.32,0.34,129475.76974194408
878,0.32,0.37,130572.84806802537
879,0.32,0.39,131336.7746002042
880,0.32,0.41,132126.88106548987
881,0.32,0.43,132945.67051876552
882,0.32,0.45,133791.94408610673
883,0.32,0.47,134666.4962761449
884,0.32,0.49,135569.69354100715
885,0.32,0.51,136502.1321456639
886,0.32,0.53,137464.12087997334
887,0.32,0.55,138456.05104843204
888,0.32,0.57,139484.19029096304
889,0.32,0.59,140569.4376991154
890,0.32,0.61,141701.33078948924
891,0.32,0.63,142875.78523301208
892,0.32,0.66,144710.180440705
893,0.32,0.68,145965.7579327428
894,0.32,0.7,147126.98637942152
895,0.32,0.72,148289.03633256332
896,0.32,0.74,149469.8231983066
897,0.32,0.76,150668.69228229314
898,0.32,0.78,151884.7229309826
899,0.32,0.8,153118.82714552
