,R,L,cost
99,0.1,0.39,171703.6209158382
100,0.1,0.41,172127.63293852253
101,0.1,0.43,172561.12738741352
102,0.1,0.45,173002.95814975665
103,0.1,0.47,173452.2673405781
104,0.1,0.49,173908.35056884642
105,0.1,0.51,174370.7553217625
106,0.1,0.53,174839.01071245837
107,0.1,0.55,175312.824972585
108,0.1,0.57,175791.920505665
109,0.1,0.59,176276.0344048168
110,0.1,0.61,176765.02810572195
111,0.1,0.63,177258.82820337373
112,0.1,0.66,178008.0320393962
113,0.1,0.68,178529.89393683002
114,0.1,0.7,179073.4878457614
115,0.1,0.72,179634.1524600894
116,0.1,0.74,180210.85076553357
117,0.1,0.76,180802.82566387113
118,0.1,0.78,181409.88379112107
119,0.1,0.8,182031.72304295405
120,0.11,0.2,170401.04689064506
121,0.11,0.22,170394.1949793894
122,0.11,0.24,170387.31285639745
123,0.11,0.26,170380.40416745012
124,0.11,0.28,170373.46413169245
125,0.11,0.3,170366.49310579326
126,0.11,0.32,170439.6469997317
127,0.11,0.34,170689.03540286157
128,0.11,0.37,171261.338836911
129,0.11,0.39,171666.10995189927
130,0.11,0.41,172084.59947319672
131,0.11,0.43,172514.3687994853
132,0.11,0.45,172953.7741821086
133,0.11,0.47,173401.63399693446
134,0.11,0.49,173857.0526756047
135,0.11,0.51,174319.40311826623
136,0.11,0.53,174788.15570700096
137,0.11,0.55,175262.83929602956
138,0.11,0.57,175743.15930242787
139,0.11,0.59,176228.98147147347
140,0.11,0.61,176719.92492375238
141,0.11,0.63,177215.74696509537
142,0.11,0.66,177968.62218396427
143,0.11,0.68,178490.9129880251
144,0.11,0.7,179034.00490490743
145,0.11,0.72,179593.56852171087
146,0.11,0.74,180168.68000894474
147,0.11,0.76,180758.6955692805
148,0.11,0.78,181363.46347262815
149,0.11,0.8,181982.79891036742
150,0.12,0.2,170817.30156402
151,0.12,0.22,170810.42987744778
152,0.12,0.24,170803.53162358023
153,0.12,0.26,170796.60104827778
154,0.12,0.28,170789.64071292154
155,0.12,0.3,170782.65012809302
156,0.12,0.32,170775.62792472183
157,0.12,0.34,170858.43802389645
158,0.12,0.37,171253.02469307007
159,0.12,0.39,171646.1279941107
160,0.12,0.41,172056.69055509023
161,0.12,0.43,172480.9925683493
162,0.12,0.45,172916.6696768391
163,0.12,0.47,173362.0769855341
164,0.12,0.49,173816.05518596203
165,0.12,0.51,174277.7010968093
166,0.12,0.53,174746.34407916415
167,0.12,0.55,175221.61381432344
168,0.12,0.57,175702.90115615574
169,0.12,0.59,176189.94792330792
170,0.12,0.61,176682.47471910954
171,0.12,0.63,177180.2832594077
172,0.12,0.66,177936.45775758216
173,0.12,0.68,178460.0467204293
174,0.12,0.7,179002.97138906323
175,0.12,0.72,179561.6014179231
176,0.12,0.74,180135.32985948175
177,0.12,0.76,180723.6435940106
178,0.12,0.78,181326.32976972798
179,0.12,0.8,181943.37446719038
180,0.13,0.2,171233.5569734556
181,0.13,0.22,171226.668098645
182,0.13,0.24,171219.7472889709
183,0.13,0.26,171212.79777672354
184,0.13,0.28,171205.81807425315
185,0.13,0.3,171198.80644517776
186,0.13,0.32,171191.76025173467
187,0.13,0.34,171184.68076234972
188,0.13,0.37,171384.64388075794
189,0.13,0.39,171652.41251265627
190,0.13,0.41,172045.80292757158
191,0.13,0.43,172462.42721760363
192,0.13,0.45,172892.74628883085
193,0.13,0.47,173334.4789417594
194,0.13,0.49,173786.0141631034
195,0.13,0.51,174246.28090529915
196,0.13,0.53,174714.36402416293
197,0.13,0.55,175189.5268686104
198,0.13,0.57,175671.28142781218
199,0.13,0.59,176159.3625407067
200,0.13,0.61,176653.22502596356
201,0.13,0.63,177152.7004339603
202,0.13,0.66,177911.8980958857
203,0.13,0.68,178437.46131788337
204,0.13,0.7,178980.40988452142
205,0.13,0.72,179538.4067439057
206,0.13,0.74,180110.95338129805
207,0.13,0.76,180697.6833601297
208,0.13,0.78,181298.58579384748
209,0.13,0.8,181913.51318794762
210,0.14,0.2,171649.81304737035
211,0.14,0.22,171642.90316343968
212,0.14,0.24,171635.96454768092
213,0.14,0.26,171628.99576254308
214,0.14,0.28,171621.99368499088
215,0.14,0.3,171614.95884256676
216,0.14,0.32,171607.89081999552
217,0.14,0.34,171600.7884546814
218,0.14,0.37,171636.6911876245
219,0.14,0.39,171823.03696416705
220,0.14,0.41,172080.05344179462
221,0.14,0.43,172460.35094998858
222,0.14,0.45,172883.29240607898
223,0.14,0.47,173319.8246251565
224,0.14,0.49,173767.91825767682
225,0.14,0.51,174225.86547287836
226,0.14,0.53,174692.53213112312
227,0.14,0.55,175167.08324439745
228,0.14,0.57,175648.9792096505
229,0.14,0.59,176137.46941183892
230,0.14,0.61,176632.44360174134
231,0.14,0.63,177133.23104511137
232,0.14,0.66,177895.7811405758
233,0.14,0.68,178423.350824142
234,0.14,0.7,178966.550794148
235,0.14,0.72,179524.0710980038
236,0.14,0.74,180095.5728262478
237,0.14,0.76,180680.99779010005
238,0.14,0.78,181280.1640686153
239,0.14,0.8,181893.25684381922
240,0.15,0.2,172066.06928738975
241,0.15,0.22,172059.14153661457
242,0.15,0.24,172052.18168978402
243,0.15,0.26,172045.19008086354
244,0.15,0.28,172038.16660078146
245,0.15,0.3,172031.11004558214
246,0.15,0.32,172024.01927870352
247,0.15,0.34,172016.8932144046
248,0.15,0.37,172006.1356562389
249,0.15,0.39,172070.03488266093
250,0.15,0.41,172270.07802148417
251,0.15,0.43,172533.783163564
252,0.15,0.45,172895.56164796208
253,0.15,0.47,173319.435926524
254,0.15,0.49,173762.5738948603
255,0.15,0.51,174217.0697846387
256,0.15,0.53,174681.5869401515
257,0.15,0.55,175154.92179018777
258,0.15,0.57,175636.23069578758
259,0.15,0.59,176124.95277805947
260,0.15,0.61,176620.48606955906
261,0.15,0.63,177122.44425468502
262,0.15,0.66,177888.6497882362
263,0.15,0.68,178418.0574654246
264,0.15,0.7,178961.61633782455
265,0.15,0.72,179518.7761338321
266,0.15,0.74,180089.42152208273
267,0.15,0.76,180673.5339803371
268,0.15,0.78,181271.30823457945
269,0.15,0.8,181882.58887380245
270,0.15,0.2,172066.06928738975
271,0.15,0.22,172059.14153661457
272,0.15,0.24,172052.18168978402
273,0.15,0.26,172045.19008086354
274,0.15,0.28,172038.16660078146
275,0.15,0.3,172031.11004558214
276,0.15,0.32,172024.01927870352
277,0.15,0.34,172016.8932144046
278,0.15,0.37,172006.1356562389
279,0.15,0.39,172070.03488266093
280,0.15,0.41,172270.07802148417
281,0.15,0.43,172533.783163564
282,0.15,0.45,172895.56164796208
283,0.15,0.47,173319.435926524
284,0.15,0.49,173762.5738948603
285,0.15,0.51,174217.0697846387
286,0.15,0.53,174681.5869401515
287,0.15,0.55,175154.92179018777
288,0.15,0.57,175636.23069578758
289,0.15,0.59,176124.95277805947
290,0.15,0.61,176620.48606955906
291,0.15,0.63,177122.44425468502
292,0.15,0.66,177888.6497882362
293,0.15,0.68,178418.0574654246
294,0.15,0.7,178961.61633782455
295,0.15,0.72,179518.7761338321
296,0.15,0.74,180089.42152208273
297,0.15,0.76,180673.5339803371
298,0.15,0.78,181271.30823457945
299,0.15,0.8,181882.58887380245
300,0.16,0.2,172482.32621265543
301,0.16,0.22,172475.37640512906
302,0.16,0.24,172468.3960208733
303,0.16,0.26,172461.38382223595
304,0.16,0.28,172454.33865024426
305,0.16,0.3,172447.25940206987
306,0.16,0.32,172440.14501698737
307,0.16,0.34,172432.9944672981
308,0.16,0.37,172422.19865130086
309,0.16,0.39,172414.95336085846
310,0.16,0.41,172511.04002324078
311,0.16,0.43,172725.85540578756
312,0.16,0.45,172999.16009059755
313,0.16,0.47,173354.03463399917
314,0.16,0.49,173772.03477079087
315,0.16,0.51,174220.87675640275
316,0.16,0.53,174682.17549333067
317,0.16,0.55,175153.47944714327
318,0.16,0.57,175633.6699896522
319,0.16,0.59,176122.01791717808
320,0.16,0.61,176617.75195490106
321,0.16,0.63,177120.5429401641
322,0.16,0.66,177890.997254636
323,0.16,0.68,178421.9489443459
324,0.16,0.7,178965.8406662738
325,0.16,0.72,179522.6886198527
326,0.16,0.74,180092.6007097657
327,0.16,0.76,180675.67828061816
328,0.16,0.78,181272.03902838976
329,0.16,0.8,181881.8324913147
330,0.17,0.2,172898.58159211808
331,0.17,0.22,172891.61220194155
332,0.17,0.24,172884.61105903887
333,0.17,0.26,172877.57705922946
334,0.17,0.28,172870.50913884144
335,0.17,0.3,172863.40626498547
336,0.17,0.32,172856.2674294765
337,0.17,0.34,172849.09164487824
338,0.17,0.37,172838.2565725172
339,0.17,0.39,172830.98420962904
340,0.17,0.41,172825.0754166825
341,0.17,0.43,172960.4760170765
342,0.17,0.45,173190.8128300079
343,0.17,0.47,173474.86725911874
344,0.17,0.49,173829.55492605228
345,0.17,0.51,174248.80515960368
346,0.17,0.53,174696.08237171825
347,0.17,0.55,175163.44111637585
348,0.17,0.57,175641.8771525845
349,0.17,0.59,176129.22263386456
350,0.17,0.61,176624.77807574303
351,0.17,0.63,177127.94981109336
352,0.17,0.66,177903.42513831283
353,0.17,0.68,178435.35909049422
354,0.17,0.7,178979.45890623506
355,0.17,0.72,179536.00050873586
356,0.17,0.74,180105.21201014708
357,0.17,0.76,180687.30283590875
358,0.17,0.78,181282.47922258478
359,0.17,0.8,181890.8694781685
360,0.18,0.2,173314.83882876165
361,0.18,0.22,173307.84756562777
362,0.18,0.24,173300.82416974608
363,0.18,0.26,173293.76753682786
364,0.18,0.28,173286.67660248702
365,0.18,0.3,173279.54999323984
366,0.18,0.32,173272.3859169822
367,0.18,0.34,173265.18418497036
368,0.18,0.37,173254.3089058517
369,0.18,0.39,173247.00890172948
370,0.18,0.41,173239.66614428884
371,0.18,0.43,173252.77613654025
372,0.18,0.45,173419.04252818934
373,0.18,0.47,173665.3295855784
374,0.18,0.49,173961.1532978308
375,0.18,0.51,174320.53776086774
376,0.18,0.53,174744.49693528033
377,0.18,0.55,175195.31405373392
378,0.18,0.57,175665.0382179385
379,0.18,0.59,176148.80111284036
380,0.18,0.61,176643.81577699006
381,0.18,0.63,177149.00545181055
382,0.18,0.66,177926.4989377505
383,0.18,0.68,178458.79456034032
384,0.18,0.7,179002.86497971692
385,0.18,0.72,179558.9818188583
386,0.18,0.74,180127.56471512557
387,0.18,0.76,180708.77534542096
388,0.18,0.78,181302.82328873206
389,0.18,0.8,181909.92332437047
390,0.19,0.2,173731.09168833564
391,0.19,0.22,173724.07928412434
392,0.19,0.24,173717.03382036515
393,0.19,0.26,173709.95426846534
394,0.19,0.28,173702.83961823178
395,0.19,0.3,173695.6888755267
396,0.19,0.32,173688.49988715365
397,0.19,0.34,173681.27153225336
398,0.19,0.37,173670.35514403365
399,0.19,0.39,173663.0264290886
400,0.19,0.41,173655.6529850196
401,0.19,0.43,173648.236901825
402,0.19,0.45,173694.60915499873
403,0.19,0.47,173887.49608556397
404,0.19,0.49,174150.01245667852
405,0.19,0.51,174458.31282552448
406,0.19,0.53,174826.43668350868
407,0.19,0.55,175257.31087503963
408,0.19,0.57,175714.16348115233
409,0.19,0.59,176190.04953541138
410,0.19,0.61,176680.8804765149
411,0.19,0.63,177184.26917111588
412,0.19,0.66,177960.86473124343
413,0.19,0.68,178492.79822642647
414,0.19,0.7,179036.41510211007
415,0.19,0.72,179591.99096274792
416,0.19,0.74,180159.75046324838
417,0.19,0.76,180740.14387025416
418,0.19,0.78,181333.21896278922
419,0.19,0.8,181939.18598216865
420,0.2,0.2,174147.34606906373
421,0.2,0.22,174140.31107422098
422,0.2,0.24,174133.2423134921
423,0.2,0.26,174126.1387829278
424,0.2,0.28,174118.99949015837
425,0.2,0.3,174111.8234543136
426,0.2,0.32,174104.60875508375
427,0.2,0.34,174097.3531387624
428,0.2,0.37,174086.3947869568
429,0.2,0.39,174079.03517003774
430,0.2,0.41,174071.63192463867
431,0.2,0.43,174064.18363294788
432,0.2,0.45,174056.68823161573
433,0.2,0.47,174149.20179615286
434,0.2,0.49,174366.5226243029
435,0.2,0.51,174645.50677879935
436,0.2,0.53,174966.95794053603
437,0.2,0.55,175347.15917826412
438,0.2,0.57,175786.4774651783
439,0.2,0.59,176251.0674332676
440,0.2,0.61,176734.6980226117
441,0.2,0.63,177233.73567471423
442,0.2,0.66,178007.03313441548
443,0.2,0.68,178537.76531100195
444,0.2,0.7,179080.42817763166
445,0.2,0.72,179635.23326425554
446,0.2,0.74,180202.24591119555
447,0.2,0.76,180781.6879391294
448,0.2,0.78,181373.82784818692
449,0.2,0.8,181978.7900859735
450,0.2,0.2,174147.34606906373
451,0.2,0.22,174140.31107422098
452,0.2,0.24,174133.2423134921
453,0.2,0.26,174126.1387829278
454,0.2,0.28,174118.99949015837
455,0.2,0.3,174111.8234543136
456,0.2,0.32,174104.60875508375
457,0.2,0.34,174097.3531387624
458,0.2,0.37,174086.3947869568
459,0.2,0.39,174079.03517003774
460,0.2,0.41,174071.63192463867
461,0.2,0.43,174064.18363294788
462,0.2,0.45,174056.68823161573
463,0.2,0.47,174149.20179615286
464,0.2,0.49,174366.5226243029
465,0.2,0.51,174645.50677879935
466,0.2,0.53,174966.95794053603
467,0.2,0.55,175347.15917826412
468,0.2,0.57,175786.4774651783
469,0.2,0.59,176251.0674332676
470,0.2,0.61,176734.6980226117
471,0.2,0.63,177233.73567471423
472,0.2,0.66,178007.03313441548
473,0.2,0.68,178537.76531100195
474,0.2,0.7,179080.42817763166
475,0.2,0.72,179635.23326425554
476,0.2,0.74,180202.24591119555
477,0.2,0.76,180781.6879391294
478,0.2,0.78,181373.82784818692
479,0.2,0.8,181978.7900859735
480,0.21,0.2,174563.59742102146
481,0.21,0.22,174556.54081814026
482,0.21,0.24,174549.4488603491
483,0.21,0.26,174542.320356564
484,0.21,0.28,174535.15554995943
485,0.21,0.3,174527.95344840997
486,0.21,0.32,174520.7119438971
487,0.21,0.34,174513.428464372
488,0.21,0.37,174502.42670145296
489,0.21,0.39,174495.0360070697
490,0.21,0.41,174487.60214894734
491,0.21,0.43,174480.11973653294
492,0.21,0.45,174472.59067177252
493,0.21,0.47,174469.649074207
494,0.21,0.49,174616.54514267237
495,0.21,0.51,174856.96119533386
496,0.21,0.53,175152.52930153935
497,0.21,0.55,175487.58909084523
498,0.21,0.57,175883.0667463065
499,0.21,0.59,176332.17011798054
500,0.21,0.61,176805.66253697794
501,0.21,0.63,177298.1323462417
502,0.21,0.66,178065.63999761143
503,0.21,0.68,178594.23989668605
504,0.21,0.7,179135.4623122632
505,0.21,0.72,179689.04678003903
506,0.21,0.74,180255.12866079874
507,0.21,0.76,180833.67579854478
508,0.21,0.78,181424.90863410514
509,0.21,0.8,182028.93498468807
510,0.22,0.2,174979.84640162514
511,0.22,0.22,174972.765928776
512,0.22,0.24,174965.65081660883
513,0.22,0.26,174958.49827418142
514,0.22,0.28,174951.30713770466
515,0.22,0.3,174944.07824539483
516,0.22,0.32,174936.80888529122
517,0.22,0.34,174929.49697722797
518,0.22,0.37,174918.44934644655
519,0.22,0.39,174911.02848613102
520,0.22,0.41,174903.56040478707
521,0.22,0.43,174896.04585982853
522,0.22,0.45,174888.48056156424
523,0.22,0.47,174880.8648262677
524,0.22,0.49,174911.2105820379
525,0.22,0.51,175097.01812579946
526,0.22,0.53,175359.52807075556
527,0.22,0.55,175671.87220340103
528,0.22,0.57,176021.0267527988
529,0.22,0.59,176434.75727559548
530,0.22,0.61,176894.64879857138
531,0.22,0.63,177378.07653273453
532,0.22,0.66,178137.42222696423
533,0.22,0.68,178662.7463228008
534,0.22,0.7,179201.80990818513
535,0.22,0.72,179753.86161749798
536,0.22,0.74,180318.74705367067
537,0.22,0.76,180896.32873697954
538,0.22,0.78,181486.661278976
539,0.22,0.8,182089.8833917069
540,0.23,0.2,175396.0947030324
541,0.23,0.22,175388.98912847743
542,0.23,0.24,175381.84859176786
543,0.23,0.26,175374.6718300384
544,0.23,0.28,175367.45360264
545,0.23,0.3,175360.19724173474
546,0.23,0.32,175352.8990200279
547,0.23,0.34,175345.5581541733
548,0.23,0.37,175334.46360053887
549,0.23,0.39,175327.01040204515
550,0.23,0.41,175319.50916349524
551,0.23,0.43,175311.95812685188
552,0.23,0.45,175304.35702802983
553,0.23,0.47,175296.70393914214
554,0.23,0.49,175288.99701349915
555,0.23,0.51,175372.94886418348
556,0.23,0.53,175591.231904094
557,0.23,0.55,175875.17836473123
558,0.23,0.57,176204.44688365865
559,0.23,0.59,176570.04726831717
560,0.23,0.61,177002.89974815398
561,0.23,0.63,177474.44615898182
562,0.23,0.66,178222.93404586014
563,0.23,0.68,178743.90322267867
564,0.23,0.7,179279.98664045706
565,0.23,0.72,179830.01458226753
566,0.23,0.74,180393.4491157423
567,0.23,0.76,180969.93257122205
568,0.23,0.78,181559.40914468444
569,0.23,0.8,182161.8464943892
570,0.24,0.2,175812.33870687778
571,0.24,0.22,175805.2095777194
572,0.24,0.24,175798.0426436085
573,0.24,0.26,175790.83939815935
574,0.24,0.28,175783.5943039219
575,0.24,0.3,175776.30984334744
576,0.24,0.32,175768.98179840393
577,0.24,0.34,175761.61148110763
578,0.24,0.37,175750.468999565
579,0.24,0.39,175742.98109999986
580,0.24,0.41,175735.4449803256
581,0.24,0.43,175727.85864250388
582,0.24,0.45,175720.22017851143
583,0.24,0.47,175712.52713638663
584,0.24,0.49,175704.77886147518
585,0.24,0.51,175701.7468997116
586,0.24,0.53,175852.54904123285
587,0.24,0.55,176099.9667850561
588,0.24,0.57,176404.83516256296
589,0.24,0.59,176751.1523935079
590,0.24,0.61,177136.63412697238
591,0.24,0.63,177588.39781406164
592,0.24,0.66,178322.88076847905
593,0.24,0.68,178838.20043867244
594,0.24,0.7,179370.45620182744
595,0.24,0.72,179917.89068366663
596,0.24,0.74,180479.54987429042
597,0.24,0.76,181054.78569356413
598,0.24,0.78,181643.33178293557
599,0.24,0.8,182245.08515231966
600,0.25,0.2,176228.57884605436
601,0.25,0.22,176221.42593687828
602,0.25,0.24,176214.23222059384
603,0.25,0.26,176207.00153773636
604,0.25,0.28,176199.72861131755
605,0.25,0.3,176192.41546619905
606,0.25,0.32,176185.05668066948
607,0.25,0.34,176177.65444638554
608,0.25,0.37,176166.46254576647
609,0.25,0.39,176158.94137739745
610,0.25,0.41,176151.36881294975
611,0.25,0.43,176143.74415609703
612,0.25,0.45,176136.06598345653
613,0.25,0.47,176128.33250525978
614,0.25,0.49,176120.54199101985
615,0.25,0.51,176112.69276304476
616,0.25,0.53,176152.30219417278
617,0.25,0.55,176349.6556529399
618,0.25,0.57,176624.0487883438
619,0.25,0.59,176949.48084525787
620,0.25,0.61,177313.06592515003
621,0.25,0.63,177721.9239224476
622,0.25,0.66,178438.00037847247
623,0.25,0.68,178946.22163157765
624,0.25,0.7,179473.70084435478
625,0.25,0.72,180017.9377053685
626,0.25,0.74,180577.4308322121
627,0.25,0.76,181151.28682712454
628,0.25,0.78,181738.86381390033
629,0.25,0.8,182339.95099500645
630,0.25,0.2,176228.57884605436
631,0.25,0.22,176221.42593687828
632,0.25,0.24,176214.23222059384
633,0.25,0.26,176207.00153773636
634,0.25,0.28,176199.72861131755
635,0.25,0.3,176192.41546619905
636,0.25,0.32,176185.05668066948
637,0.25,0.34,176177.65444638554
638,0.25,0.37,176166.46254576647
639,0.25,0.39,176158.94137739745
640,0.25,0.41,176151.36881294975
641,0.25,0.43,176143.74415609703
642,0.25,0.45,176136.06598345653
643,0.25,0.47,176128.33250525978
644,0.25,0.49,176120.54199101985
645,0.25,0.51,176112.69276304476
646,0.25,0.53,176152.30219417278
647,0.25,0.55,176349.6556529399
648,0.25,0.57,176624.0487883438
649,0.25,0.59,176949.48084525787
650,0.25,0.61,177313.06592515003
651,0.25,0.63,177721.9239224476
652,0.25,0.66,178438.00037847247
653,0.25,0.68,178946.22163157765
654,0.25,0.7,179473.70084435478
655,0.25,0.72,180017.9377053685
656,0.25,0.74,180577.4308322121
657,0.25,0.76,181151.28682712454
658,0.25,0.78,181738.86381390033
659,0.25,0.8,182339.95099500645
660,0.26,0.2,176644.8161879332
661,0.26,0.22,176637.6361502052
662,0.26,0.24,176630.41658319772
663,0.26,0.26,176623.15774416912
664,0.26,0.28,176615.8559058223
665,0.26,0.3,176608.51258798045
666,0.26,0.32,176601.12313741582
667,0.26,0.34,176593.6876276971
668,0.26,0.37,176582.4449613465
669,0.26,0.39,176574.88709390885
670,0.26,0.41,176567.2774489924
671,0.26,0.43,176559.61419280514
672,0.26,0.45,176551.89555301113
673,0.26,0.47,176544.11981130275
674,0.26,0.49,176536.2852977672
675,0.26,0.51,176528.38992376902
676,0.26,0.53,176520.43080235334
677,0.26,0.55,176629.52655955957
678,0.26,0.57,176864.5410809376
679,0.26,0.59,177164.50861763235
680,0.26,0.61,177510.29038294856
681,0.26,0.63,177891.32464348164
682,0.26,0.66,178569.0875031662
683,0.26,0.68,179068.57884183733
684,0.26,0.7,179590.1977176633
685,0.26,0.72,180130.53849157493
686,0.26,0.74,180687.47723214672
687,0.26,0.76,181259.682986722
688,0.26,0.78,181846.2963186353
689,0.26,0.8,182446.7693573075
690,0.27,0.2,177061.0498350889
691,0.27,0.22,177053.84174148223
692,0.27,0.24,177046.59500490103
693,0.27,0.26,177039.30735286302
694,0.27,0.28,177031.97558024043
695,0.27,0.3,177024.60059299288
696,0.27,0.32,177017.18023578564
697,0.27,0.34,177009.71111966562
698,0.27,0.37,176998.4151581865
699,0.27,0.39,176990.82041511536
700,0.27,0.41,176983.17199398793
701,0.27,0.43,176975.46814193428
702,0.27,0.45,176967.7071540339
703,0.27,0.47,176959.8873687782
704,0.27,0.49,176952.00716462318
705,0.27,0.51,176944.06312276266
706,0.27,0.53,176936.05445426467
707,0.27,0.55,176949.940707046
708,0.27,0.57,177129.67374246125
709,0.27,0.59,177397.96117489022
710,0.27,0.61,177722.48045238666
711,0.27,0.63,178088.49722675057
712,0.27,0.66,178717.2897345479
713,0.27,0.68,179205.86945353542
714,0.27,0.7,179720.43604627933
715,0.27,0.72,180256.16034673664
716,0.27,0.74,180810.09883757652
717,0.27,0.76,181380.4334601798
718,0.27,0.78,181965.9927275948
719,0.27,0.8,182565.9682341041
720,0.28,0.2,177477.2780225077
721,0.28,0.22,177470.0419189813
722,0.28,0.24,177462.76677307396
723,0.28,0.26,177455.44971196234
724,0.28,0.28,177448.08703970464
725,0.28,0.3,177440.67953177207
726,0.28,0.32,177433.22513866914
727,0.28,0.34,177425.72190085874
728,0.28,0.37,177414.3713191732
729,0.28,0.39,177406.7380784452
730,0.28,0.41,177399.049876716
731,0.28,0.43,177391.30418671563
732,0.28,0.45,177383.49905134944
733,0.28,0.47,177375.63351734017
734,0.28,0.49,177367.7054090151
735,0.28,0.51,177359.7111173728
736,0.28,0.53,177351.65067343906
737,0.28,0.55,177343.52004644246
738,0.28,0.57,177424.72892768265
739,0.28,0.59,177652.0379819892
740,0.28,0.61,177950.8672513105
741,0.28,0.63,178299.26762587926
742,0.28,0.66,178893.10043678337
743,0.28,0.68,179358.80834398014
744,0.28,0.7,179864.96462046434
745,0.28,0.72,180395.1850400826
746,0.28,0.74,180945.64852529386
747,0.28,0.76,181513.91990188233
748,0.28,0.78,182098.3196395497
749,0.28,0.8,182698.96317438222
750,0.29,0.2,177893.49976033787
751,0.29,0.22,177886.23590631713
752,0.29,0.24,177878.93118980355
753,0.29,0.26,177871.58345698062
754,0.29,0.28,177864.1897021297
755,0.29,0.3,177856.74887111073
756,0.29,0.32,177849.2597261665
757,0.29,0.34,177841.72037324545
758,0.29,0.37,177830.31270989924
759,0.29,0.39,177822.6392907714
760,0.29,0.41,177814.9092272134
761,0.29,0.43,177807.1205380802
762,0.29,0.45,177799.2695377263
763,0.29,0.47,177791.3566246867
764,0.29,0.49,177783.37770502135
765,0.29,0.51,177775.33241227904
766,0.29,0.53,177767.21608741544
767,0.29,0.55,177759.02835109696
768,0.29,0.57,177760.93337466376
769,0.29,0.59,177929.7739085395
770,0.29,0.61,178196.94248841685
771,0.29,0.63,178524.53169886104
772,0.29,0.66,179095.77864328894
773,0.29,0.68,179530.26798428982
774,0.29,0.7,180024.24989612523
775,0.29,0.72,180548.1194806995
776,0.29,0.74,181095.9563119195
777,0.29,0.76,181691.4067347337
